m/z	RT	peak_height	Gaussian_similarity	asymmetry_factor	is_isotope	is_in_source_fragment	charge	MS2	MS2_scan_id
155.1081	16.599	1041	0.0	inf	False	False	1		
155.1452	2.235	1003	0.0	inf	False	False	1		
155.1545	0.983	15403	0.99	99.0	False	False	1		
155.1619	0.983	3183	0.0	inf	False	False	1		
156.0423	0.983	3882	0.75	1.0	False	False	1		
156.1377	13.072	1162	0.0	inf	False	False	1		
156.1379	8.193	1568	0.0	inf	False	False	1		
156.138	1.12	1918	0.0	99.0	False	False	1		
156.1382	10.935	1216	0.0	inf	False	False	1		
156.1382	4.742	1117	0.0	inf	False	False	1		
156.1386	16.081	1410	0.33	1.0	False	False	1		
156.1386	0.983	5805	0.0	inf	False	False	1		
156.1387	11.641	1116	0.0	inf	False	False	1		
156.1391	17.629	1348	0.0	inf	False	False	1		
156.1393	2.141	1250	0.6	1.0	False	False	1		
156.1398	5.585	1153	0.0	inf	False	False	1		
156.1568	0.983	1482	0.0	inf	False	False	1		
157.0128	1.355	1638	0.0	inf	False	False	1		
157.0794	11.594	1005	0.0	inf	False	False	1		
157.0852	0.983	1325	0.0	inf	False	False	1		
157.0872	17.803	1098	0.0	inf	False	False	1		
157.1014	12.638	2137	0.67	1.0	False	False	1		
157.102	1.12	1238	0.0	inf	False	False	1		
157.1205	15.754	1016	0.0	inf	False	False	1		
157.1216	1.074	2241	0.0	inf	False	False	1		
157.1224	13.52	2763	0.0	inf	False	False	1		
157.1322	0.263	1378	0.62	0.0	False	False	1		
157.1325	18.558	1255	0.0	inf	False	False	1		
157.1326	3.976	1147	0.0	inf	False	False	1		
157.1326	17.573	1249	0.0	2.0	False	False	1		
157.1326	16.61	1151	0.38	1.0	False	False	1		
157.1326	0.936	1433	0.52	0.0	False	False	1		
157.1326	2.751	1165	0.0	inf	False	False	1		
157.133	18.398	1224	0.0	inf	False	False	1		
157.1331	3.741	1037	0.0	inf	False	False	1		
157.1332	18.241	1232	0.0	inf	False	False	1		
157.1333	18.837	1496	0.0	inf	False	False	1		
157.1334	2.424	1011	0.0	inf	False	False	1		
157.1336	4.259	1139	0.0	inf	False	False	1		
157.1338	1.908	1072	0.0	inf	False	False	1		
157.1338	2.986	1073	0.0	inf	False	False	1		
157.134	10.141	1409	0.0	inf	False	False	1		
157.134	18.008	1088	0.0	inf	False	False	1		
157.134	4.978	1647	0.0	inf	False	False	1		
157.1341	4.401	1450	0.0	inf	False	False	1		
157.1342	19.475	1883	0.71	99.0	False	False	1		
157.1342	17.22	1388	0.0	inf	False	False	1		
157.1344	3.411	1243	0.0	inf	False	False	1		
157.1345	9.108	1214	0.0	inf	False	False	1		
157.1348	2.188	1079	0.0	inf	False	False	1		
157.135	8.452	1023	0.0	inf	False	False	1		
157.1356	1.168	1319	0.0	inf	False	False	1		
157.1419	0.193	1002	0.0	inf	False	False	1		
157.1685	8.334	1714	0.67	2.0	False	False	1		
157.1687	0.766	1369	0.0	inf	False	False	1		
157.1688	4.023	1332	0.0	inf	False	False	1		
157.169	19.549	1034	0.0	inf	False	False	1		
157.1694	4.789	1070	0.0	inf	False	False	1		
157.1695	3.363	1242	0.0	inf	False	False	1		
157.1696	4.413	1161	0.0	inf	False	False	1		
157.1696	0.032	1044	0.0	inf	False	False	1		
157.1696	16.716	1123	0.0	inf	False	False	1		
157.1696	18.049	1634	0.0	inf	False	False	1		
157.1697	10.432	1304	0.0	inf	False	False	1		
157.1698	17.899	1266	0.0	inf	False	False	1		
157.1699	5.538	1009	0.0	inf	False	False	1		
157.17	3.599	1005	0.0	inf	False	False	1		
157.17	18.528	1885	0.0	inf	False	False	1		
157.17	0.205	1297	0.0	inf	False	False	1		
157.17	16.121	1039	0.0	inf	False	False	1		
157.17	19.347	1007	0.0	inf	False	False	1		
157.1701	18.241	1340	0.0	inf	False	False	1		
157.1701	19.774	1177	0.0	inf	False	False	1		
157.1701	3.033	1353	0.0	inf	False	False	1		
157.1702	17.617	1060	0.0	inf	False	False	1		
157.1702	3.882	1048	0.0	inf	False	False	1		
157.1703	0.443	1573	0.0	inf	False	False	1		
157.1704	11.216	1627	0.0	inf	False	False	1		
157.1704	19.974	1295	0.0	inf	False	False	1		
157.1704	17.285	1164	0.0	inf	False	False	1		
157.1704	0.251	1042	0.0	inf	False	False	1		
157.1704	2.471	1286	0.59	0.0	False	False	1		
157.1704	16.812	1378	0.0	inf	False	False	1		
157.1704	19.893	1219	0.0	inf	False	False	1		
157.1705	13.06	1002	0.0	inf	False	False	1		
157.1705	19.692	1612	0.0	inf	False	False	1		
157.1706	16.363	1189	0.0	inf	False	False	1		
157.1706	17.498	1042	0.64	0.0	False	False	1		
157.1708	4.212	1250	0.0	inf	False	False	1		
157.1708	18.679	1481	0.0	inf	False	False	1		
157.1708	17.121	1566	0.0	inf	False	False	1		
157.1708	16.535	1058	0.0	inf	False	False	1		
157.1714	8.546	1017	0.0	inf	False	False	1		
157.1714	17.703	1140	0.0	inf	False	False	1		
157.1715	9.155	1689	0.0	inf	False	False	1		
157.1715	18.778	1756	0.0	inf	False	False	1		
157.1718	7.956	1255	0.0	inf	False	False	1		
158.1167	0.936	2668	0.0	inf	False	False	1		
158.1533	0.983	1823	0.0	inf	False	False	1		
158.154	12.217	1025	0.0	inf	False	False	1		
158.9628	0.936	1015	0.0	inf	False	False	1		
158.9636	13.32	1047	0.0	inf	False	False	1		
158.964	15.366	1262	0.0	inf	False	False	1		
158.9641	15.695	1473	0.0	inf	False	False	1		
158.9642	16.264	1119	0.0	inf	False	False	1		
158.9649	15.802	1094	0.0	inf	False	False	1		
158.9651	15.519	1121	0.0	inf	False	False	1		
158.9651	16.081	2045	0.0	inf	False	False	1		
158.9689	16.121	1068	0.0	inf	False	False	1		
159.0815	0.983	3080	0.0	inf	False	False	1		
159.117	11.357	1089	0.0	inf	False	False	1		
159.1171	0.936	2388	0.88	1.0	False	False	1		
159.1171	12.591	9100	0.95	0.71	False	False	1		
160.0416	1.494	4340	0.0	inf	False	False	1		
160.1206	12.591	1667	0.0	inf	False	False	1		
160.1334	0.924	2306	0.0	inf	False	False	1		
161.0962	12.405	6375	0.0	inf	False	False	1		
161.0968	3.033	1686	0.0	inf	False	False	1		
161.0968	17.25	1013	0.0	inf	False	False	1		
161.0973	1.168	2256	0.0	inf	False	False	1		
161.131	8.594	1540	0.76	0.0	False	False	1		
161.131	10.141	1316	0.0	inf	False	False	1		
161.1316	16.264	1109	0.33	1.0	False	False	1		
161.1319	3.033	1265	0.0	inf	False	False	1		
161.1325	15.531	1652	0.0	inf	False	False	1		
161.1325	8.288	1514	0.0	inf	False	False	1		
161.1325	14.94	10056	0.97	99.0	False	False	1		
161.1326	18.02	1010	0.0	inf	False	False	1		
161.1326	15.271	3369	0.89	6.0	False	False	1		
161.1326	0.983	2060	0.5	99.0	False	False	1		
161.1326	9.579	1461	0.0	inf	False	False	1		
161.1326	12.545	30547	0.98	1.17	False	False	1		
161.1327	8.826	1134	0.0	inf	False	False	1		
161.1328	14.354	21041	0.0	inf	False	False	1		
161.1328	14.551	23509	0.99	4.0	False	False	1		
161.133	14.819	5459	0.0	inf	False	False	1		
161.1333	15.849	1545	0.0	inf	False	False	1		
161.1335	9.343	1082	0.0	inf	False	False	1		
161.1335	9.813	2233	0.0	inf	False	False	1		
161.1404	12.405	1884	0.0	inf	False	False	1		
161.1408	12.638	2699	0.91	3.0	False	False	1		
161.3109	5.118	6765	0.0	inf	False	False	1		
161.4302	5.118	6894	0.0	inf	False	False	1		
161.5461	5.118	7397	0.0	inf	False	False	1		
162.1112	16.436	1004	0.0	inf	False	False	1		
162.1122	0.924	6688	0.97	99.0	False	False	1		
162.1191	0.924	1045	0.0	inf	False	False	1		
162.1298	0.983	3762	0.0	inf	False	False	1		
162.1354	12.405	2343	0.0	inf	False	False	1		
162.1361	12.545	5036	0.96	4.0	False	False	1		
162.1366	9.626	1073	0.0	inf	False	False	1		
162.1381	15.033	1903	0.79	99.0	False	False	1		
163.0737	16.928	1105	0.0	inf	False	False	1		
163.0744	12.264	1219	0.0	inf	False	False	1		
163.0744	15.223	1319	0.0	inf	False	False	1		
163.0749	4.023	1489	0.0	inf	False	False	1		
163.0751	16.587	1324	0.66	0.0	False	False	1		
163.0753	16.657	1678	0.0	inf	False	False	1		
163.0753	1.214	46235	0.96	2.0	False	False	1		
163.0754	15.577	3169	0.63	3.0	False	False	1		
163.0754	15.366	1840	0.0	inf	False	False	1		
163.0755	16.121	1879	0.0	inf	False	False	1		
163.0755	5.491	1734	0.0	inf	False	False	1		
163.0757	9.626	1032	0.0	inf	False	False	1		
163.0757	15.754	1354	0.0	inf	False	False	1		
163.0757	8.097	1280	0.73	99.0	False	False	1		
163.0758	16.399	1646	0.0	inf	False	False	1		
163.0758	10.421	1139	0.0	inf	False	False	1		
163.0758	0.648	1274	0.73	0.0	False	False	1		
163.076	11.357	1123	0.0	inf	False	False	1		
163.076	19.24	1084	0.0	inf	False	False	1		
163.076	19.774	1695	0.34	1.0	False	False	1		
163.0761	15.991	2384	0.0	inf	False	False	1		
163.0761	18.241	1136	0.0	inf	False	False	1		
163.0763	16.264	1584	0.0	inf	False	False	1		
163.0764	2.235	1076	0.0	inf	False	False	1		
163.0767	17.703	1416	0.0	inf	False	False	1		
163.0769	16.928	1069	0.0	inf	False	False	1		
163.0846	1.214	4805	0.0	inf	False	False	1		
163.0872	0.983	1438	0.0	inf	False	False	1		
163.0935	1.261	1132	0.0	inf	False	False	1		
163.1032	1.214	2683	0.81	0.67	False	False	1		
163.1112	11.782	1041	0.0	inf	False	False	1		
163.1121	3.033	8770	0.83	3.0	False	False	1		
163.1199	3.033	1665	0.0	inf	False	False	1		
163.1228	1.261	1019	0.0	inf	False	False	1		
163.1447	5.86	3914	0.0	inf	False	False	1		
163.1455	13.52	4367	0.91	0.5	False	False	1		
163.1456	14.86	8690	0.0	inf	False	False	1		
163.1458	13.225	1950	0.0	inf	False	False	1		
163.1458	13.013	2632	0.0	inf	False	False	1		
163.1459	14.986	6739	0.0	inf	False	False	1		
163.1479	16.264	1210	0.0	inf	False	False	1		
163.1482	12.452	11137	0.89	2.0	False	False	1		
163.1483	15.589	1195	0.0	inf	False	False	1		
163.1484	2.188	7138	0.15	0.67	False	False	1		
163.1485	15.271	1252	0.0	inf	False	False	1		
163.1486	1.168	1541	0.0	inf	False	False	1		
163.1496	9.013	1108	0.0	inf	False	False	1		
163.1496	13.474	1770	0.6	0.0	False	False	1		
163.15	15.081	1351	0.0	inf	False	False	1		
163.1567	2.141	1332	0.0	inf	False	False	1		
164.0792	1.214	3150	0.0	inf	False	False	1		
164.0807	15.944	1002	0.0	inf	False	False	1		
164.0808	15.176	1029	0.0	inf	False	False	1		
164.1052	2.141	1949	0.0	inf	False	False	1		
164.1276	0.936	2045	0.0	inf	False	False	1		
164.1432	0.983	1438	0.0	inf	False	False	1		
164.151	13.52	4003	0.0	inf	False	False	1		
164.1512	12.966	2408	0.0	inf	False	False	1		
164.1518	14.86	9788	0.92	7.0	False	False	1		
164.1519	12.405	1657	0.0	inf	False	False	1		
164.1519	13.225	1868	0.0	inf	False	False	1		
164.1522	5.86	4483	0.0	inf	False	False	1		
164.1527	2.141	1463	0.0	inf	False	False	1		
164.1537	13.474	1319	0.0	inf	False	False	1		
164.9193	19.692	1126	0.0	inf	False	False	1		
164.9196	15.519	1590	0.0	inf	False	False	1		
164.92	18.587	1506	0.0	inf	False	False	1		
164.92	17.973	1081	0.0	inf	False	False	1		
164.9201	16.779	2082	0.0	inf	False	False	1		
164.9201	19.206	1255	0.0	inf	False	False	1		
164.9202	18.988	1503	0.0	inf	False	False	1		
164.9203	16.928	2251	0.69	99.0	False	False	1		
164.9203	19.857	1030	0.0	inf	False	False	1		
164.9205	15.128	1045	0.0	inf	False	False	1		
164.9205	18.708	1164	0.0	inf	False	False	1		
164.9205	17.22	1828	0.0	inf	False	False	1		
164.9206	16.038	1099	0.0	inf	False	False	1		
164.9206	16.904	2289	0.0	inf	False	False	1		
164.9207	15.271	1189	0.0	inf	False	False	1		
164.9208	17.407	1782	0.31	1.0	False	False	1		
164.921	10.479	1020	0.0	inf	False	False	1		
164.921	16.622	1280	0.0	inf	False	False	1		
164.9211	17.273	1273	0.0	inf	False	False	1		
164.9211	15.754	1064	0.0	inf	False	False	1		
164.9215	19.549	1157	0.0	inf	False	False	1		
164.9215	17.67	1415	0.0	inf	False	False	1		
164.9215	19.335	1023	0.0	inf	False	False	1		
164.9216	17.606	1077	0.0	inf	False	False	1		
164.9222	18.427	1479	0.0	inf	False	False	1		
164.9224	18.175	1170	0.0	inf	False	False	1		
164.9227	16.264	1033	0.0	inf	False	False	1		
164.9232	17.985	1088	0.0	inf	False	False	1		
165.0697	4.306	4233	0.86	1.0	False	False	1		
165.07	13.167	8718	0.79	3.0	False	False	1		
165.07	1.168	1528	0.0	inf	False	False	1		
165.0767	13.179	1529	0.0	inf	False	False	1		
165.0898	12.872	1150	0.0	inf	False	False	1		
165.0901	15.223	1387	0.47	99.0	False	False	1		
165.091	1.168	3379	0.0	inf	False	False	1		
165.0914	13.331	1128	0.0	inf	False	False	1		
165.0914	12.264	1154	0.0	inf	False	False	1		
165.0915	8.452	1349	0.34	1.0	False	False	1		
165.0915	19.63	1169	0.0	inf	False	False	1		
165.0917	2.235	1141	0.7	99.0	False	False	1		
165.0923	4.554	1079	0.0	inf	False	False	1		
165.0924	11.547	1444	0.0	inf	False	False	1		
165.0993	2.751	1005	0.0	inf	False	False	1		
165.1019	0.924	1348	0.0	inf	False	False	1		
165.1125	0.333	2276	0.27	5.0	False	False	1		
165.1125	18.049	1103	0.0	inf	False	False	1		
165.1126	11.452	1335	0.0	inf	False	False	1		
165.1128	8.546	1378	0.0	inf	False	False	1		
165.1129	7.72	1902	0.0	inf	False	False	1		
165.1129	10.609	2913	0.0	inf	False	False	1		
165.113	6.546	1499	0.0	inf	False	False	1		
165.1134	10.982	1094	0.0	inf	False	False	1		
165.1134	9.86	1796	0.0	inf	False	False	1		
165.1136	9.673	1283	0.0	inf	False	False	1		
165.1136	10.388	2191	0.49	3.0	False	False	1		
165.1137	13.379	1124	0.0	inf	False	False	1		
165.1139	17.359	2927	0.16	2.4	False	False	1		
165.114	8.051	1681	0.65	1.0	False	False	1		
165.1141	9.202	2302	0.0	inf	False	False	1		
165.1142	18.558	2348	0.71	2.0	False	False	1		
165.1143	8.334	1684	0.0	1.5	False	False	1		
165.1144	11.594	1149	0.0	inf	False	False	1		
165.1144	18.457	2008	0.93	1.0	False	False	1		
165.1146	8.826	1240	0.0	inf	False	False	1		
165.1146	9.296	1412	0.0	inf	False	False	1		
165.1146	11.877	1010	0.0	inf	False	False	1		
165.1148	11.311	1365	0.0	inf	False	False	1		
165.1151	10.282	1520	0.0	inf	False	False	1		
165.1155	19.276	1150	0.0	inf	False	False	1		
165.127	1.168	1933	0.0	inf	False	False	1		
165.1275	19.439	1024	0.0	inf	False	False	1		
165.1621	15.802	1068	0.0	inf	False	False	1		
165.1634	2.188	1641	0.8	2.0	False	False	1		
165.1634	15.471	1003	0.0	inf	False	False	1		
165.1634	15.081	1516	0.0	inf	False	False	1		
165.1636	12.591	5643	0.91	0.6	False	False	1		
165.1641	13.52	2298	0.8	0.0	False	False	1		
165.1642	5.86	3153	0.0	inf	False	False	1		
165.1645	15.271	1568	0.0	inf	False	False	1		
165.1653	14.729	2293	0.0	inf	False	False	1		
166.0622	1.767	3123	0.0	inf	False	False	1		
166.0744	13.167	1068	0.0	inf	False	False	1		
166.0855	0.983	1750	0.57	1.0	False	False	1		
166.0861	16.399	1109	0.0	inf	False	False	1		
166.0872	0.936	1224	0.0	inf	False	False	1		
166.0877	19.692	1090	0.0	inf	False	False	1		
166.1161	4.789	1171	0.0	inf	False	False	1		
166.1227	0.936	1204	0.52	99.0	False	False	1		
166.9984	15.366	1068	0.0	inf	False	False	1		
167.0341	2.612	213215	0.94	2.0	False	False	1	150.0273;1190.0	839.0
167.0423	2.612	24855	0.95	4.0	False	False	1		
167.0519	2.751	1667	0.0	inf	False	False	1		
167.0552	15.589	1292	0.69	0.0	False	False	1		
167.057	16.081	1152	0.49	99.0	False	False	1		
167.0601	2.612	12260	0.89	3.0	False	False	1		
167.0692	1.12	1125	0.0	inf	False	False	1		
167.0798	16.121	1008	0.0	inf	False	False	1		
167.0819	0.983	1615	0.0	inf	False	False	1		
167.1025	2.565	1433	0.42	1.0	False	False	1		
167.1053	9.06	1192	0.0	inf	False	False	1		
167.1054	4.413	1185	0.0	inf	False	False	1		
167.1064	1.261	2159	0.0	inf	False	False	1		
167.1065	1.12	3486	0.0	inf	False	False	1		
167.1065	12.499	2040	0.0	inf	False	False	1		
167.1066	11.888	1224	0.0	inf	False	False	1		
167.1072	13.225	1368	0.0	inf	False	False	1		
167.1072	0.983	1694	0.0	inf	False	False	1		
167.1076	16.928	1052	0.0	inf	False	False	1		
167.1078	3.552	1127	0.0	inf	False	False	1		
167.1079	5.538	1176	0.0	inf	False	False	1		
167.1118	2.565	1320	0.0	inf	False	False	1		
167.1139	2.704	1017	0.0	inf	False	False	1		
167.1191	0.983	1957	0.0	inf	False	False	1		
167.1424	1.168	1319	0.0	inf	False	False	1		
167.143	2.188	1013	0.0	inf	False	False	1		
167.1439	15.46	1033	0.0	inf	False	False	1		
167.1533	10.935	1101	0.67	99.0	False	False	1		
167.1535	16.468	1055	0.0	inf	False	False	1		
167.154	15.944	1016	0.0	inf	False	False	1		
167.154	15.318	1170	0.0	inf	False	False	1		
167.154	16.121	1081	0.0	inf	False	False	1		
167.1542	15.695	1167	0.0	inf	False	False	1		
167.1542	12.264	1028	0.66	0.0	False	False	1		
167.1543	1.12	1445	0.76	0.0	False	False	1		
167.1543	18.175	1475	0.0	inf	False	False	1		
167.1547	2.282	1377	0.65	99.0	False	False	1		
167.1548	19.594	1537	0.0	inf	False	False	1		
167.1553	19.047	1230	0.61	0.0	False	False	1		
167.1555	8.003	1490	0.0	inf	False	False	1		
167.1556	17.869	1034	0.0	inf	False	False	1		
168.0374	2.612	20830	0.96	4.0	False	False	1		
168.0458	2.612	2878	0.0	inf	False	False	1		
168.0463	19.143	1650	0.59	0.0	False	False	1		
168.0468	17.985	1258	0.0	inf	False	False	1		
168.0468	13.013	1207	0.0	inf	False	False	1		
168.0469	17.109	1220	0.0	inf	False	False	1		
168.0471	15.366	2236	0.95	0.67	False	False	1		
168.0472	11.877	1413	0.53	99.0	False	False	1		
168.0472	16.264	4072	0.82	7.0	False	False	1		
168.0473	16.874	1445	0.0	inf	False	False	1		
168.0473	16.547	2101	0.82	1.0	False	False	1		
168.0475	13.179	1707	0.0	inf	False	False	1		
168.0476	0.263	1257	0.0	inf	False	False	1		
168.0477	0.106	1042	0.0	inf	False	False	1		
168.0478	7.909	1028	0.0	inf	False	False	1		
168.0479	13.379	2203	0.83	0.0	False	False	1		
168.0479	10.516	1376	0.35	1.0	False	False	1		
168.048	16.645	2190	0.24	99.0	False	False	1		
168.048	16.158	3771	0.82	0.25	False	False	1		
168.048	12.872	1122	0.0	inf	False	False	1		
168.0481	15.471	2615	0.0	inf	False	False	1		
168.0482	13.747	1443	0.0	inf	False	False	1		
168.0483	15.648	2826	0.57	0.25	False	False	1		
168.0484	15.176	1993	0.0	inf	False	False	1		
168.0485	17.154	1109	0.0	inf	False	False	1		
168.0485	9.108	1348	0.0	inf	False	False	1		
168.0486	15.754	2961	0.0	inf	False	False	1		
168.0487	16.622	2390	0.0	inf	False	False	1		
168.0494	19.594	1110	0.67	99.0	False	False	1		
168.0542	15.531	1119	0.0	inf	False	False	1		
168.0581	15.991	1168	0.72	99.0	False	False	1		
168.1028	0.924	1190	0.0	inf	False	False	1		
169.0391	2.612	3744	0.0	inf	False	False	1		
169.0864	0.983	1713	0.66	99.0	False	False	1		
169.0866	15.366	1162	0.0	inf	False	False	1		
169.1216	12.966	1514	0.0	inf	False	False	1		
169.1219	1.168	1609	0.0	inf	False	False	1		
169.122	19.925	1138	0.0	inf	False	False	1		
169.1225	12.777	1795	0.0	inf	False	False	1		
169.1229	13.426	1398	0.0	inf	False	False	1		
169.1231	2.188	2410	0.0	inf	False	False	1		
169.1236	4.117	1022	0.0	inf	False	False	1		
169.124	13.072	1024	0.0	inf	False	False	1		
169.126	12.966	1008	0.0	inf	False	False	1		
169.1583	12.966	1111	0.0	inf	False	False	1		
170.153	1.12	1067	0.0	inf	False	False	1		
170.1531	15.176	1141	0.0	inf	False	False	1		
170.1536	16.845	1076	0.0	inf	False	False	1		
170.1537	11.405	1021	0.0	inf	False	False	1		
