m/z	RT	peak_height	Gaussian_similarity	asymmetry_factor	is_isotope	is_in_source_fragment	charge	MS2	MS2_scan_id
385.2583	1.211	1195	0.63	0.0	False	False	1		
385.2705	1.305	1714	0.0	inf	False	False	1		
385.2735	15.313	1075	0.0	inf	False	False	1		
385.2762	1.117	2190	0.0	inf	False	False	1		
385.2771	5.882	3159	0.0	inf	False	False	1		
385.2782	1.305	1187	0.0	inf	False	False	1		
385.2939	1.908	1260	0.0	inf	False	False	1		
385.3078	1.305	1173	0.0	inf	False	False	1		
385.3136	1.258	2184	0.13	0.33	False	False	1		
385.3149	1.117	1721	0.0	inf	False	False	1		
385.3175	2.094	79865	0.86	6.0	False	False	1		
385.3246	2.423	1169	0.0	inf	False	False	1		
385.3298	1.211	1019	0.0	inf	False	False	1		
385.337	13.066	1194	0.68	99.0	False	False	1		
385.3388	16.301	1248	0.0	inf	False	False	1		
385.3394	15.584	1595	0.0	inf	False	False	1		
385.3396	15.454	1605	0.0	inf	False	False	1		
385.3402	2.329	1422	0.0	inf	False	False	1		
385.3422	1.258	1110	0.0	inf	False	False	1		
385.3426	3.317	1681	0.0	inf	False	False	1		
385.3429	15.171	1675	0.0	inf	False	False	1		
385.3429	15.313	1828	0.43	1.5	False	False	1		
385.3432	16.043	1298	0.0	inf	False	False	1		
385.3434	9.851	1600	0.0	inf	False	False	1		
385.3441	12.877	15606	0.92	1.0	False	False	1		
385.3442	11.409	1343	0.0	inf	False	False	1		
385.3448	15.643	5613	0.87	3.5	False	False	1		
385.3462	13.384	1648	0.8	0.0	False	False	1		
385.3463	10.419	1277	0.0	inf	False	False	1		
385.3466	9.665	1249	0.0	inf	False	False	1		
385.3474	8.205	1120	0.64	99.0	False	False	1		
385.3475	11.551	1106	0.0	inf	False	False	1		
385.3476	9.006	2044	0.0	inf	False	False	1		
385.348	12.55	9334	0.92	0.22	False	False	1		
385.3485	9.194	2016	0.0	inf	False	False	1		
385.3486	9.43	1028	0.0	inf	False	False	1		
385.3486	10.177	1179	0.0	inf	False	False	1		
385.3535	15.808	1171	0.46	0.0	False	False	1		
385.3542	2.094	5946	0.96	99.0	False	False	1		
385.3584	12.924	1523	0.0	inf	False	False	1		
385.3672	2.845	1011	0.0	inf	False	False	1		
385.3766	14.725	1698	0.0	inf	False	False	1		
385.3768	17.12	1033	0.0	inf	False	False	1		
385.3772	3.6	1005	0.0	inf	False	False	1		
385.3781	11.835	1169	0.71	0.0	False	False	1		
385.3784	9.1	1276	0.0	inf	False	False	1		
385.3787	2.94	1499	0.0	inf	False	False	1		
385.3798	2.282	22846	0.83	2.5	False	False	1		
385.3805	12.877	1320	0.0	inf	False	False	1		
385.3812	15.466	1120	0.0	inf	False	False	1		
385.3921	2.329	3414	0.0	inf	False	False	1		
385.4095	2.282	1665	0.0	inf	False	False	1		
385.4228	2.282	1728	0.0	inf	False	False	1		
386.1583	18.863	1174	0.69	0.0	False	False	1		
386.2353	16.66	1095	0.0	inf	False	False	1		
386.241	0.934	4508	0.92	0.67	False	False	1		
386.2536	0.934	1065	0.62	99.0	False	False	1		
386.2754	0.98	1347	0.56	99.0	False	False	1		
386.2896	1.117	1423	0.0	inf	False	False	1		
386.2985	1.258	1061	0.0	inf	False	False	1		
386.313	2.282	1234	0.0	inf	False	False	1		
386.3201	2.094	11381	0.98	99.0	False	False	1		
386.3264	1.211	5585	0.59	1.5	False	False	1		
386.33	2.094	3642	0.0	inf	False	False	1		
386.3367	1.211	1723	0.0	inf	False	False	1		
386.343	1.211	1606	0.0	inf	False	False	1		
386.3483	11.929	1115	0.0	inf	False	False	1		
386.3484	2.282	1223	0.0	inf	False	False	1		
386.349	15.171	2319	0.0	inf	False	False	1		
386.3496	15.69	6383	0.85	0.67	False	False	1		
386.3497	15.36	3460	0.93	1.33	False	False	1		
386.35	12.877	16419	0.83	3.0	False	False	1		
386.3507	12.504	2997	0.25	2.0	False	False	1		
386.3509	13.337	1860	0.2	0.5	False	False	1		
386.351	13.125	1921	0.5	4.0	False	False	1		
386.3515	15.902	1687	0.63	99.0	False	False	1		
386.3527	11.315	1159	0.0	inf	False	False	1		
386.3529	15.124	1363	0.0	inf	False	False	1		
386.3531	9.1	1375	0.0	inf	False	False	1		
386.3541	12.316	1743	0.0	inf	False	False	1		
386.3542	3.789	1537	0.77	0.0	False	False	1		
386.3628	15.69	1479	0.5	0.0	False	False	1		
386.3637	12.971	1403	0.37	1.0	False	False	1		
386.3644	3.128	5943	0.0	inf	False	False	1		
386.3692	3.176	2904	0.0	inf	False	False	1		
386.3758	15.631	1545	0.0	inf	False	False	1		
386.376	4.773	1041	0.0	inf	False	False	1		
386.3787	14.399	10380	0.0	inf	False	False	1		
386.3792	16.091	1072	0.0	inf	False	False	1		
386.3793	12.596	12035	0.93	1.4	False	False	1		
386.3793	14.897	14330	0.9	99.0	False	False	1		
386.3796	16.201	1018	0.0	inf	False	False	1		
386.3796	14.632	20602	0.84	1.33	False	False	1		
386.38	15.313	6437	0.86	2.0	False	False	1		
386.381	15.702	1658	0.0	inf	False	False	1		
386.3833	2.282	5561	0.77	4.0	False	False	1		
386.3874	15.218	1807	0.0	inf	False	False	1		
386.3898	12.596	3533	0.39	1.0	False	False	1		
386.3915	12.877	1597	0.0	inf	False	False	1		
386.3975	2.282	1303	0.0	inf	False	False	1		
386.398	15.077	1396	0.0	inf	False	False	1		
386.3996	3.694	1336	0.0	inf	False	False	1		
386.4016	2.987	1033	0.0	inf	False	False	1		
386.7406	0.922	1591	0.0	inf	False	False	1		
387.2	0.98	1258	0.56	99.0	False	False	1		
387.2319	0.98	1562	0.21	1.0	False	False	1		
387.2532	9.1	1051	0.0	inf	False	False	1		
387.2537	1.211	1266	0.73	0.0	False	False	1		
387.2628	1.211	1253	0.0	inf	False	False	1		
387.2858	1.211	1877	0.0	inf	False	False	1		
387.3241	2.094	1856	0.0	inf	False	False	1		
387.327	15.407	1193	0.0	inf	False	False	1		
387.3278	1.211	2058	0.65	1.5	False	False	1		
387.3476	15.124	1100	0.0	inf	False	False	1		
387.3505	13.289	1007	0.0	inf	False	False	1		
387.3534	12.877	5902	0.96	3.0	False	False	1		
387.3542	15.572	1221	0.0	inf	False	False	1		
387.3542	15.69	2452	0.44	1.0	False	False	1		
387.3554	18.638	1011	0.0	inf	False	False	1		
387.3561	9.147	1092	0.0	inf	False	False	1		
387.3565	15.454	1268	0.0	inf	False	False	1		
387.3578	13.018	1094	0.0	inf	False	False	1		
387.3578	16.131	1020	0.0	inf	False	False	1		
387.3579	15.313	1167	0.0	inf	False	False	1		
387.3584	13.662	3314	0.0	inf	False	False	1		
387.3586	15.124	1119	0.0	inf	False	False	1		
387.3594	1.305	1339	0.0	inf	False	False	1		
387.3601	3.789	5045	0.0	inf	False	False	1		
387.3604	13.526	2618	0.0	inf	False	False	1		
387.3607	4.773	1255	0.0	inf	False	False	1		
387.3652	15.454	1045	0.0	inf	False	False	1		
387.3671	12.877	1078	0.0	inf	False	False	1		
387.3685	3.128	1255	0.0	inf	False	False	1		
387.3812	14.632	7565	0.0	inf	False	False	1		
387.3816	12.504	2520	0.0	inf	False	False	1		
387.3817	14.399	4097	0.0	inf	False	False	1		
387.3822	12.642	4384	0.93	2.0	False	False	1		
387.3824	15.218	2765	0.0	inf	False	False	1		
387.383	15.631	1492	0.74	0.0	False	False	1		
387.3832	14.983	5095	0.94	99.0	False	False	1		
387.3885	15.124	1752	0.0	inf	False	False	1		
388.2026	0.98	1187	0.0	inf	False	False	1		
388.2121	0.98	1197	0.0	inf	False	False	1		
388.2324	0.98	1237	0.0	inf	False	False	1		
388.2477	18.55	1163	0.0	inf	False	False	1		
388.2502	0.483	1279	0.0	inf	False	False	1		
388.2521	6.57	1978	0.0	inf	False	False	1		
388.2527	19.593	1532	0.0	inf	False	False	1		
388.2528	4.633	2699	0.0	inf	False	False	1		
388.2529	19.935	2418	0.69	0.33	False	False	1		
388.2529	0.35	1548	0.27	0.33	False	False	1		
388.2529	2.517	2372	0.31	1.0	False	False	1		
388.2529	2.704	2360	0.0	inf	False	False	1		
388.2531	0.594	2059	0.88	1.33	False	False	1		
388.2532	0.045	2117	0.0	inf	False	False	1		
388.2532	2.893	1925	0.0	2.0	False	False	1		
388.2534	4.962	3355	0.61	0.2	False	False	1		
388.2534	3.506	2055	0.0	inf	False	False	1		
388.2535	19.27	2040	0.82	1.33	False	False	1		
388.2535	15.631	1466	0.0	inf	False	False	1		
388.2535	17.286	2036	0.47	2.0	False	False	1		
388.2536	16.502	2566	0.73	0.67	False	False	1		
388.2536	18.233	2624	0.0	inf	False	False	1		
388.2537	17.661	2713	0.0	inf	False	False	1		
388.2537	19.132	2609	0.0	inf	False	False	1		
388.2537	3.93	2290	0.79	4.0	False	False	1		
388.2539	19.807	2961	0.55	0.2	False	False	1		
388.254	19.156	2035	0.0	inf	False	False	1		
388.2542	0.147	1870	0.0	inf	False	False	1		
388.2543	8.865	2731	0.09	0.5	False	False	1		
388.2543	16.201	1832	0.0	inf	False	False	1		
388.2544	5.519	1718	0.0	inf	False	False	1		
388.2544	3.836	2144	0.61	0.25	False	False	1		
388.2546	0.75	1942	0.51	0.67	False	False	1		
388.2546	16.334	1635	0.34	1.5	False	False	1		
388.2547	17.011	2234	0.85	2.0	False	False	1		
388.2548	17.186	2082	0.75	0.5	False	False	1		
388.2548	17.427	2634	0.9	0.25	False	False	1		
388.2549	18.389	2825	0.69	0.33	False	False	1		
388.2549	18.481	2247	0.39	2.0	False	False	1		
388.255	19.098	2395	0.24	0.67	False	False	1		
388.255	1.814	2235	0.47	2.0	False	False	1		
388.255	19.527	2989	0.0	inf	False	False	1		
388.2551	0.934	45632	0.71	2.5	False	False	1	371.2274;1391.0	134.0
388.2551	4.308	1761	0.0	0.33	False	False	1		
388.2551	18.092	2394	0.8	2.5	False	False	1		
388.2551	17.743	1656	0.9	0.67	False	False	1		
388.2552	0.258	2530	0.33	0.75	False	False	1		
388.2553	0.418	2246	0.5	1.33	False	False	1		
388.2553	17.984	2160	0.9	1.0	False	False	1		
388.2554	16.823	2117	0.26	4.0	False	False	1		
388.2556	4.443	2943	0.0	inf	False	False	1		
388.2557	17.796	3242	0.86	4.0	False	False	1		
388.2558	19.421	2370	0.22	1.0	False	False	1		
388.2558	15.36	1637	0.27	1.0	False	False	1		
388.2558	18.905	2392	0.0	inf	False	False	1		
388.2559	15.124	1320	0.0	inf	False	False	1		
388.2561	18.737	2359	0.49	0.4	False	False	1		
388.2562	17.274	2177	0.0	inf	False	False	1		
388.2562	3.317	1790	0.74	1.0	False	False	1		
388.2562	0.682	1785	0.0	inf	False	False	1		
388.2564	17.502	2382	0.0	inf	False	False	1		
388.2564	3.034	2317	0.0	inf	False	False	1		
388.2568	0.2	1939	0.0	inf	False	False	1		
388.257	16.597	1403	0.0	inf	False	False	1		
388.2573	19.033	2363	0.49	0.33	False	False	1		
388.2574	16.734	1951	0.0	2.0	False	False	1		
388.2575	15.808	1626	0.0	inf	False	False	1		
388.2576	16.043	2026	0.28	0.33	False	False	1		
388.2583	19.663	1387	0.0	inf	False	False	1		
388.2584	18.834	1914	0.0	inf	False	False	1		
388.2586	10.478	2044	0.0	inf	False	False	1		
388.2587	4.821	1125	0.0	inf	False	False	1		
388.2588	0.617	1317	0.0	inf	False	False	1		
388.2596	1.908	1507	0.0	inf	False	False	1		
388.26	12.21	1011	0.0	inf	False	False	1		
388.2601	9.524	1255	0.0	inf	False	False	1		
388.2606	16.532	1134	0.0	inf	False	False	1		
388.2607	18.804	1434	0.68	0.0	False	False	1		
388.2608	3.741	1257	0.0	inf	False	False	1		
388.2612	8.394	1083	0.0	inf	False	False	1		
388.2618	19.807	1248	0.0	inf	False	False	1		
388.2622	17.386	1024	0.0	inf	False	False	1		
388.2667	1.117	2222	0.0	inf	False	False	1		
388.2684	0.98	4968	0.0	inf	False	False	1		
388.2694	4.308	1008	0.0	inf	False	False	1		
388.283	1.258	8495	0.92	0.5	False	False	1		
388.2948	0.922	2002	0.65	99.0	False	False	1		
388.2966	1.258	2542	0.0	inf	False	False	1		
388.3161	10.272	1032	0.0	inf	False	False	1		
388.3177	8.158	1090	0.63	0.0	False	False	1		
388.3186	2.329	1148	0.0	inf	False	False	1		
388.3202	1.258	1709	0.0	inf	False	False	1		
388.3228	16.693	1044	0.0	inf	False	False	1		
388.3291	1.305	1196	0.66	0.0	False	False	1		
388.3378	15.808	1212	0.0	inf	False	False	1		
388.3387	2.893	1063	0.0	inf	False	False	1		
388.3432	1.164	2197	0.44	2.0	False	False	1		
388.3437	2.657	10825	0.97	99.0	False	False	1		
388.3444	2.329	1278	0.0	inf	False	False	1		
388.3538	2.704	2053	0.0	inf	False	False	1		
388.3593	12.924	1216	0.0	inf	False	False	1		
388.3628	3.977	2052	0.0	inf	False	False	1		
388.3642	4.773	2152	0.0	inf	False	False	1		
388.3662	3.789	11858	0.91	4.0	False	False	1		
388.3664	13.125	1229	0.0	inf	False	False	1		
388.3674	13.662	8569	0.9	0.5	False	False	1		
388.3748	3.836	1361	0.0	inf	False	False	1		
388.3864	15.313	1562	0.63	99.0	False	False	1		
388.3909	3.789	1292	0.0	inf	False	False	1		
388.391	14.816	6754	0.0	inf	False	False	1		
388.3916	5.882	6120	0.0	inf	False	False	1		
388.3919	14.983	8609	0.98	7.0	False	False	1		
388.3956	2.235	1803	0.0	inf	False	False	1		
388.4054	15.077	1379	0.0	inf	False	False	1		
389.1068	16.201	1224	0.0	inf	False	False	1		
389.1104	16.043	1467	0.0	inf	False	False	1		
389.1116	16.37	1137	0.0	inf	False	False	1		
389.1122	15.749	1209	0.7	0.0	False	False	1		
389.1126	1.211	5671	0.0	inf	False	False	1		
389.1126	15.313	1705	0.0	inf	False	False	1		
389.1131	16.201	1609	0.22	1.0	False	False	1		
389.1138	15.996	1126	0.47	1.0	False	False	1		
389.1154	15.513	1051	0.0	inf	False	False	1		
389.1243	1.258	1042	0.0	inf	False	False	1		
389.1655	0.98	1320	0.0	inf	False	False	1		
389.1943	1.117	1464	0.0	inf	False	False	1		
389.1976	2.375	1380	0.0	inf	False	False	1		
389.2161	0.934	1542	0.0	inf	False	False	1		
389.2499	1.164	1520	0.0	inf	False	False	1		
389.255	0.35	1268	0.72	0.0	False	False	1		
389.2554	19.474	1155	0.71	99.0	False	False	1		
389.2566	18.043	1225	0.5	99.0	False	False	1		
389.2581	9.194	1048	0.0	inf	False	False	1		
389.2582	2.282	1039	0.0	inf	False	False	1		
389.2583	0.934	8384	0.87	7.0	False	False	1		
389.2588	3.647	1328	0.76	0.0	False	False	1		
389.259	17.565	1669	0.0	inf	False	False	1		
389.2598	16.823	1173	0.67	99.0	False	False	1		
389.2603	19.074	1022	0.0	inf	False	False	1		
389.2692	2.375	1047	0.0	inf	False	False	1		
389.2715	0.98	2028	0.69	0.5	False	False	1		
389.288	1.258	2325	0.0	inf	False	False	1		
389.2966	0.98	1280	0.0	inf	False	False	1		
389.3003	3.034	1046	0.0	inf	False	False	1		
389.346	2.657	2691	0.0	inf	False	False	1		
389.3476	1.164	1425	0.0	inf	False	False	1		
389.3564	2.704	1162	0.0	inf	False	False	1		
389.3666	3.081	1155	0.0	inf	False	False	1		
389.3674	13.618	2415	0.0	inf	False	False	1		
389.37	3.789	2814	0.0	inf	False	False	1		
389.3734	13.125	1007	0.0	inf	False	False	1		
389.376	5.882	8483	0.0	inf	False	False	1		
389.3939	15.631	1106	0.0	inf	False	False	1		
389.3972	5.882	14094	0.0	inf	False	False	1		
389.3976	14.897	23203	0.99	5.5	False	False	1		
389.3979	2.282	1489	0.0	inf	False	False	1		
389.4075	15.313	1287	0.73	99.0	False	False	1		
389.4098	15.077	2393	0.0	inf	False	False	1		
389.4112	5.882	2989	0.0	inf	False	False	1		
389.4118	14.983	4421	0.0	inf	False	False	1		
389.7399	5.882	3046	0.0	inf	False	False	1		
389.7699	2.845	1734	0.0	inf	False	False	1		
389.7756	2.235	1377	0.0	inf	False	False	1		
390.111	1.211	2032	0.0	inf	False	False	1		
390.1148	15.643	1066	0.0	inf	False	False	1		
390.2006	2.423	1011	0.0	inf	False	False	1		
390.219	1.258	1007	0.0	inf	False	False	1		
390.259	1.164	2829	0.65	1.0	False	False	1		
390.2669	1.164	1199	0.0	inf	False	False	1		
390.2832	1.305	1697	0.0	inf	False	False	1		
390.297	2.188	1108	0.0	inf	False	False	1		
390.2986	2.751	1057	0.0	inf	False	False	1		
390.2988	1.352	6483	0.96	3.0	False	False	1		
390.299	1.211	10197	0.89	1.0	False	False	1		
390.3089	1.164	2723	0.7	3.0	False	False	1		
390.3176	1.117	1105	0.0	inf	False	False	1		
390.3394	1.211	1340	0.0	inf	False	False	1		
390.3817	5.882	20357	0.0	inf	False	False	1		
390.397	15.525	1377	0.0	inf	False	False	1		
390.3983	5.882	7763	0.0	inf	False	False	1		
390.4006	14.816	6605	0.0	inf	False	False	1		
390.4011	14.983	7513	0.97	99.0	False	False	1		
390.4017	15.454	1056	0.0	inf	False	False	1		
390.406	5.882	5449	0.0	inf	False	False	1		
390.4078	14.816	4762	0.0	inf	False	False	1		
390.782	3.506	4409	0.83	4.0	False	False	1		
390.7825	3.222	7000	0.75	1.0	False	False	1		
390.7827	2.423	1435	0.0	inf	False	False	1		
390.783	3.412	5687	0.0	inf	False	False	1		
390.7847	2.657	2760	0.96	99.0	False	False	1		
390.7922	3.412	1049	0.01	1.0	False	False	1		
391.1102	1.258	1543	0.0	inf	False	False	1		
391.1991	0.98	1224	0.0	inf	False	False	1		
391.2096	0.98	1628	0.0	inf	False	False	1		
391.213	3.081	1482	0.0	inf	False	False	1		
391.2255	5.519	1019	0.0	inf	False	False	1		
391.2256	0.922	2911	0.0	inf	False	False	1		
391.2492	1.305	1391	0.0	inf	False	False	1		
391.2511	2.282	1428	0.0	inf	False	False	1		
391.2518	0.98	1178	0.63	99.0	False	False	1		
391.2588	2.611	7152	0.0	inf	False	False	1		
391.2667	1.164	1042	0.0	inf	False	False	1		
391.2812	11.362	1170	0.0	inf	False	False	1		
391.2824	13.077	1536	0.0	inf	False	False	1		
391.2832	15.513	2541	0.0	inf	False	False	1		
391.2836	12.971	1158	0.0	inf	False	False	1		
391.2839	12.316	1351	0.0	inf	False	False	1		
391.2842	16.168	2189	0.0	inf	False	False	1		
391.2842	13.278	1229	0.0	inf	False	False	1		
391.2847	15.407	1799	0.0	inf	False	False	1		
391.2847	11.787	1007	0.0	inf	False	False	1		
391.2852	19.098	1002	0.0	inf	False	False	1		
391.2853	15.996	1527	0.0	inf	False	False	1		
391.2856	13.431	1279	0.0	inf	False	False	1		
391.2856	15.631	2100	0.0	inf	False	False	1		
391.2857	15.218	1445	0.0	inf	False	False	1		
391.2857	2.611	2317081	0.95	2.0	False	False	1	150.0273;6571.0|150.0351;1471.0|151.031;989.0|167.0349;12189.0|167.0435;1248.0|167.0553;509.0|167.063;729.0|168.0382;1755.0|279.1598;1867.0	793.0
391.2858	6.57	1423	0.0	inf	False	False	1		
391.2858	9.147	1539	0.0	inf	False	False	1		
391.2864	15.702	1991	0.0	inf	False	False	1		
391.2864	12.456	1470	0.0	inf	False	False	1		
391.2866	12.21	1036	0.0	inf	False	False	1		
391.2872	1.258	1033	0.0	inf	False	False	1		
391.2875	8.3	1510	0.0	inf	False	False	1		
391.2876	18.58	1043	0.64	0.0	False	False	1		
391.2882	16.37	1743	0.0	inf	False	False	1		
391.2887	10.43	1051	0.0	inf	False	False	1		
391.2897	3.977	1201	0.0	inf	False	False	1		
391.2907	15.76	1392	0.72	0.0	False	False	1		
391.296	2.611	115439	0.8	1.0	False	False	1		
391.302	1.164	3628	0.59	3.0	False	False	1		
391.3103	2.611	167925	1.0	99.0	False	False	1		
391.3166	1.164	1076	0.0	inf	False	False	1		
391.319	3.128	1235	0.0	inf	False	False	1		
391.3288	2.611	159847	0.94	2.0	False	False	1		
391.3432	2.188	9777	0.99	4.0	False	False	1		
391.3531	2.188	2993	0.0	inf	False	False	1		
391.3643	2.893	1787	0.0	inf	False	False	1		
391.3647	2.329	1307	0.0	inf	False	False	1		
391.3759	2.188	1036	0.0	inf	False	False	1		
391.387	5.882	8351	0.0	inf	False	False	1		
391.3871	2.893	1627	0.0	inf	False	False	1		
391.4036	15.077	1195	0.0	inf	False	False	1		
391.4087	2.893	1225	0.0	inf	False	False	1		
391.5202	2.611	3850	0.0	inf	False	False	1		
391.6556	2.657	1536	0.0	inf	False	False	1		
391.7815	3.128	1240	0.0	inf	False	False	1		
391.788	3.27	8198	0.95	0.2	False	False	1		
391.789	3.6	7481	0.91	1.5	False	False	1		
391.7892	3.458	7481	0.68	0.33	False	False	1		
391.7956	3.317	2103	0.0	inf	False	False	1		
391.798	3.647	1849	0.63	0.0	False	False	1		
391.8152	3.412	1079	0.0	inf	False	False	1		
392.1062	2.564	1087	0.0	inf	False	False	1		
392.233	0.98	1314	0.0	inf	False	False	1		
392.2607	2.611	2882	0.0	inf	False	False	1		
392.2622	1.117	1059	0.0	inf	False	False	1		
392.2773	1.117	1433	0.0	inf	False	False	1		
392.2866	15.643	1420	0.43	1.0	False	False	1		
392.2888	2.611	694081	0.94	2.0	False	False	1		
392.2895	1.117	1283	0.0	inf	False	False	1		
392.2898	13.171	1084	0.0	inf	False	False	1		
392.2923	8.111	1265	0.0	inf	False	False	1		
392.2986	1.258	1142	0.0	inf	False	False	1		
392.3023	3.176	1596	0.0	inf	False	False	1		
392.3025	3.27	1528	0.63	99.0	False	False	1		
392.3026	3.6	1346	0.0	inf	False	False	1		
392.3032	2.987	2266	0.0	inf	False	False	1		
392.3154	1.305	21424	0.87	1.0	False	False	1		
392.3168	2.845	1598	0.0	inf	False	False	1		
392.3224	2.517	1225	0.0	inf	False	False	1		
392.3267	2.611	50755	0.95	2.0	False	False	1		
392.3298	1.305	3765	0.0	inf	False	False	1		
392.3334	2.845	1709	0.0	inf	False	False	1		
392.3456	1.305	1539	0.0	inf	False	False	1		
392.3478	2.188	2344	0.0	inf	False	False	1		
392.3592	1.305	1851	0.0	inf	False	False	1		
392.3744	2.893	4158	0.82	3.0	False	False	1		
392.3837	2.893	1719	0.0	inf	False	False	1		
392.3879	2.611	18438	0.82	1.0	False	False	1		
392.7494	4.356	1046	0.0	inf	False	False	1		
392.7495	0.45	1150	0.0	inf	False	False	1		
392.75	0.922	6246	0.84	3.0	False	False	1		
392.7507	19.965	1035	0.0	inf	False	False	1		
392.7607	0.922	1312	0.0	inf	False	False	1		
392.7802	8.064	1184	0.0	inf	False	False	1		
392.7952	3.506	1582	0.55	1.0	False	False	1		
392.7963	3.977	10030	0.69	2.5	False	False	1		
392.7986	3.694	5310	0.71	2.0	False	False	1		
392.809	3.977	1680	0.0	inf	False	False	1		
393.2098	0.934	9058	0.78	2.0	False	False	1		
393.2107	2.141	1401	0.0	inf	False	False	1		
393.218	2.423	1536	0.0	inf	False	False	1		
393.2185	2.282	2089	0.0	inf	False	False	1		
393.2238	0.98	2192	0.48	1.0	False	False	1		
393.2359	0.934	1002	0.0	inf	False	False	1		
393.251	0.934	3831	0.0	inf	False	False	1		
393.2624	1.164	1446	0.0	inf	False	False	1		
393.2736	1.164	2585	0.0	inf	False	False	1		
393.2834	0.659	1026	0.0	inf	False	False	1		
393.2844	15.702	1179	0.0	inf	False	False	1		
393.2852	11.976	1103	0.0	inf	False	False	1		
393.2858	4.821	1018	0.0	inf	False	False	1		
393.2865	1.072	3666	0.99	99.0	False	False	1		
393.2866	11.409	1018	0.0	inf	False	False	1		
393.2871	15.171	1096	0.0	inf	False	False	1		
393.2876	19.872	1161	0.0	inf	False	False	1		
393.2918	2.611	98496	0.96	4.0	False	False	1		
393.2926	3.412	1427	0.0	3.0	False	False	1		
393.2968	1.211	1246	0.0	inf	False	False	1		
393.2982	3.694	3510	0.0	inf	False	False	1		
393.2994	4.072	5276	0.59	0.67	False	False	1		
393.3005	15.749	1070	0.0	inf	False	False	1		
393.3039	3.977	2514	0.81	0.0	False	False	1		
393.308	2.845	1545	0.0	inf	False	False	1		
393.3121	4.025	1403	0.52	2.0	False	False	1		
393.3167	2.704	2952	0.0	inf	False	False	1		
393.318	1.305	6973	0.92	0.25	False	False	1		
393.318	2.188	1008	0.0	inf	False	False	1		
393.3204	2.564	2364	0.0	inf	False	False	1		
393.3206	2.375	1115	0.0	inf	False	False	1		
393.3292	2.704	2579	0.0	inf	False	False	1		
393.3312	1.305	1299	0.0	inf	False	False	1		
393.3315	2.611	4136	0.94	3.0	False	False	1		
393.3512	12.596	2000	0.69	0.0	False	False	1		
393.3746	2.845	1385	0.0	inf	False	False	1		
393.3812	2.845	1029	0.0	inf	False	False	1		
393.3966	2.611	2714	0.0	inf	False	False	1		
393.4336	2.564	1021	0.0	inf	False	False	1		
393.7543	0.934	1620	0.0	inf	False	False	1		
393.7998	3.694	1441	0.0	inf	False	False	1		
393.7998	4.119	1150	0.0	inf	False	False	1		
393.8007	3.977	1775	0.0	inf	False	False	1		
394.2088	0.934	1336	0.0	inf	False	False	1		
394.2171	0.98	1605	0.0	inf	False	False	1		
394.2396	1.117	1763	0.0	inf	False	False	1		
394.2583	0.98	1167	0.0	inf	False	False	1		
394.2669	0.98	1233	0.0	inf	False	False	1		
394.2772	1.211	1363	0.0	inf	False	False	1		
394.2887	15.265	1109	0.0	inf	False	False	1		
394.2948	2.611	15038	0.95	5.0	False	False	1		
394.2954	1.164	2526	0.94	3.0	False	False	1		
394.2957	1.117	1843	0.0	inf	False	False	1		
394.298	1.908	1343	0.0	inf	False	False	1		
394.3028	1.164	1288	0.0	inf	False	False	1		
394.3055	2.564	1507	0.0	inf	False	False	1		
394.3117	1.305	1288	0.0	inf	False	False	1		
394.3197	2.704	1231	0.0	inf	False	False	1		
394.3304	1.305	9470	0.82	1.5	False	False	1		
394.3406	1.305	1902	0.0	inf	False	False	1		
394.3509	3.27	1051	0.0	inf	False	False	1		
394.3518	1.352	1886	0.0	inf	False	False	1		
394.352	0.234	1049	0.0	inf	False	False	1		
394.3521	1.814	4552	0.61	1.0	False	False	1		
394.3529	2.235	1185	0.0	inf	False	False	1		
394.3544	19.77	1020	0.0	inf	False	False	1		
394.3548	15.407	1304	0.0	inf	False	False	1		
394.3555	2.704	1344	0.0	inf	False	False	1		
395.1454	15.313	1086	0.0	inf	False	False	1		
395.207	3.034	1169	0.0	inf	False	False	1		
395.2078	0.922	1009	0.0	inf	False	False	1		
395.2248	0.934	2079	0.0	inf	False	False	1		
395.2412	1.117	1421	0.0	inf	False	False	1		
395.278	1.305	1392	0.0	inf	False	False	1		
395.2802	2.704	1021	0.0	inf	False	False	1		
395.2926	2.704	1300	0.0	inf	False	False	1		
395.294	1.164	1803	0.61	3.0	False	False	1		
395.2944	1.861	1249	0.0	inf	False	False	1		
395.3002	2.704	1141	0.0	inf	False	False	1		
395.3111	1.211	1438	0.0	inf	False	False	1		
395.3302	12.21	1081	0.0	inf	False	False	1		
395.3327	1.305	2994	0.0	inf	False	False	1		
395.3552	15.631	1003	0.0	inf	False	False	1		
395.3638	1.908	2404	0.0	inf	False	False	1		
395.3672	12.55	2916	0.0	inf	False	False	1		
395.3675	12.642	1997	0.0	inf	False	False	1		
395.3689	12.924	6631	0.93	1.67	False	False	1		
395.3836	12.924	1594	0.0	inf	False	False	1		
395.7866	2.564	1030	0.0	inf	False	False	1		
395.7908	3.506	1021	0.0	inf	False	False	1		
396.218	0.98	1533	0.0	inf	False	False	1		
396.233	1.117	1022	0.0	inf	False	False	1		
396.2493	1.211	1376	0.0	inf	False	False	1		
396.2689	1.117	1099	0.0	inf	False	False	1		
396.2782	1.117	1607	0.0	inf	False	False	1		
396.294	1.164	1200	0.0	inf	False	False	1		
396.2957	3.93	1172	0.0	inf	False	False	1		
