m/z	RT
804.7093	13.372
716.6673	13.514
917.8571	12.805
860.5424	3.069
593.0896	2.741
748.5861	7.465
776.6092	7.841
681.6381	14.71
766.748	13.419
379.3584	2.092
852.9619	14.759
1301.3629	11.306
880.7168	12.07
848.9198	13.87
519.0436	2.842
790.634	10.41
1066.3032	13.172
849.2932	12.106
795.5916	5.391
797.5537	2.879
657.5078	4.528
670.6712	13.505
862.8238	15.016
748.6224	9.642
820.6229	6.659
762.662	12.767
221.1755	2.154
549.4884	13.868
813.6854	9.617
726.7099	12.952
803.5996	2.603
857.6227	3.634
769.6332	13.088
638.5179	9.781
161.1327	12.528
875.5646	14.253
939.5232	5.206
788.5992	6.245
945.8265	13.097
374.3782	13.513
825.6841	9.69
1396.3978	11.872
1326.063	14.884
371.3648	13.22
746.5574	7.461
280.2356	12.627
497.3115	1.582
959.8397	13.114
864.8564	14.659
855.5589	2.139
513.5078	5.376
1354.2357	13.22
916.8075	13.912
891.6861	13.643
1085.1417	6.785
701.6199	12.528
753.6252	2.092
858.6336	3.539
827.6012	4.815
893.765	12.491
219.1747	2.983
764.7605	7.1
920.8201	13.106
519.3264	1.813
239.1492	0.946
428.3853	1.317
968.8924	15.111
944.813	12.805
961.7478	12.861
955.2743	12.913
305.1572	0.946
778.5371	4.863
780.5548	3.538
378.3316	1.839
977.9005	15.832
746.5627	5.325
810.7473	13.955
1447.3421	7.392
891.7064	12.211
781.621	6.061
821.5514	3.213
650.5965	14.577
739.6078	8.984
823.4861	2.974
907.9438	12.675
814.8441	11.074
1013.7269	1.64
910.7414	12.392
836.8079	14.998
748.587	7.732
826.6082	5.626
950.8069	12.585
718.5773	6.566
839.6899	12.063
783.572	7.193
956.7867	12.211
798.6175	3.209
945.7536	12.908
761.6545	9.428
709.5549	6.609
804.5551	4.293
1298.4486	14.884
719.5976	6.38
846.7248	8.676
844.0871	2.166
731.618	12.436
876.7523	14.499
1327.1149	14.884
244.1207	13.204
811.6596	10.794
749.6725	2.092
511.3962	2.344
824.618	7.841
598.49	2.374
812.6087	8.656
766.4805	7.1
1132.3161	12.858
571.9316	3.072
799.5688	2.432
1218.0712	10.035
698.7527	12.532
581.5738	7.555
718.6511	14.666
754.5998	9.24
758.5711	3.491
546.4011	1.457
1118.0746	16.112
538.5834	7.527
809.7445	5.79
327.2016	0.946
857.7355	13.182
778.5398	4.199
820.6558	8.624
866.1	2.154
527.4038	3.114
700.5644	6.124
1290.26	14.504
755.6196	5.375
759.7887	8.756
936.7514	8.078
766.4627	7.089
1424.3929	13.558
578.5231	14.245
891.8764	14.666
1364.3952	12.579
764.6395	9.428
967.814	12.852
803.7011	12.013
795.6626	6.614
601.52	13.955
611.545	8.529
1363.392	12.579
1446.477	12.106
798.6174	3.398
1006.642	6.263
878.7567	14.501
912.8093	15.139
1437.3124	13.467
689.6048	12.528
1218.0703	9.804
826.5902	3.26
963.7636	13.114
842.7202	12.013
1016.6746	1.551
689.5825	13.211
752.678	13.263
810.6015	3.727
753.6889	13.692
295.2373	12.763
891.7414	11.767
184.2062	1.039
705.6026	12.2
872.7421	11.013
1368.2049	12.581
882.6892	11.873
620.5982	9.736
884.6504	4.01
901.6381	5.14
841.5797	2.355
874.6836	13.95
905.7503	14.039
1317.1451	14.569
717.5272	6.194
530.3968	1.629
958.7978	12.392
793.7642	13.461
835.6054	6.15
330.3376	1.86
874.7578	12.06
937.9003	15.701
740.6917	12.532
1331.2339	15.252
794.572	5.469
852.9534	14.468
873.7454	10.655
866.5919	2.724
795.6337	9.615
903.7341	13.69
576.5083	13.913
872.614	3.162
1325.1046	14.884
1313.2103	12.537
706.6244	14.651
908.8483	14.791
802.6442	7.794
749.6567	12.814
665.7975	2.655
1218.3881	13.362
357.3479	1.765
1429.1229	8.67
1489.4287	12.153
466.411	2.45
664.6271	12.712
857.6226	3.209
744.5632	9.038
1378.158	12.627
563.7393	2.774
1265.181	14.463
855.6796	8.063
860.7418	11.683
769.5596	7.321
745.6333	13.372
975.8351	13.041
1326.0017	14.884
922.8813	15.526
565.5856	9.615
802.8429	11.683
875.5826	14.249
800.6176	7.889
1279.278	14.924
595.635	7.555
912.7681	13.308
1327.1486	14.884
886.7519	13.308
810.6449	5.789
1430.1273	8.67
799.6064	6.745
1197.8286	4.959
894.6721	7.652
772.6526	13.419
759.2848	5.929
823.5688	2.497
764.5603	5.375
973.8466	15.83
968.168	2.694
799.6424	8.81
1325.1959	15.344
808.7402	6.153
1332.2359	15.017
578.4142	2.774
837.6204	6.872
604.5387	14.503
884.734	12.211
917.701	13.643
1377.076	6.124
813.7291	8.844
748.5777	6.38
768.7609	13.784
817.5786	2.244
528.5137	1.64
870.7279	7.779
745.5866	6.566
669.6241	7.994
641.5924	11.873
820.5866	5.752
863.6193	5.113
1453.0002	1.674
610.5784	6.426
226.1998	1.131
1327.1017	14.884
696.4388	0.933
908.84	12.685
919.7799	12.491
918.8239	14.249
859.5905	2.879
624.5509	9.993
1371.2656	12.585
825.8291	14.467
1198.0903	9.849
797.5538	2.249
750.625	12.445
488.3603	1.934
932.9589	12.712
836.5426	3.166
742.6847	13.411
772.6229	9.469
790.5606	2.435
1002.2897	6.017
944.8246	13.172
1326.0257	14.884
372.3705	6.198
699.257	9.332
987.7991	8.467
877.7192	13.687
829.5565	5.28
884.8365	14.461
1217.3896	13.324
794.5706	5.191
1325.1948	15.205
642.5162	2.326
746.6624	8.078
519.3786	2.83
661.529	3.962
935.8762	15.139
741.5815	4.353
833.5902	5.099
1325.1179	14.924
793.5701	3.069
363.3352	2.107
299.2518	12.96
935.7327	12.858
820.6229	7.794
860.7743	14.651
468.39	1.685
894.726	12.44
591.5729	9.617
818.6955	8.765
939.7775	12.169
789.7303	10.749
925.6907	12.358
798.6833	11.73
284.3317	1.629
967.7727	11.674
822.5709	2.202
749.6236	9.663
825.5819	3.072
808.587	4.164
955.8446	15.854
1220.0858	9.802
848.5795	4.01
854.6396	6.376
872.8173	13.419
762.6244	12.106
728.5687	9.664
848.5802	3.16
525.3414	1.965
802.6132	3.021
767.7112	5.421
819.5955	3.68
839.7016	10.979
845.5847	5.792
1132.1345	9.281
790.7127	3.069
967.6669	2.694
1375.2096	12.627
780.5551	2.468
524.3392	1.965
825.6776	7.193
945.7881	8.624
510.399	1.745
722.7548	12.445
903.8717	14.291
904.9949	14.576
1371.3151	15.112
714.6519	13.002
811.6107	5.375
641.6072	14.467
637.1157	2.676
984.897	15.205
835.6592	8.906
807.6289	4.817
790.6992	2.28
789.5426	5.51
924.6431	2.694
808.7312	5.284
745.6208	7.605
839.5643	3.444
989.2853	13.007
844.601	3.962
876.6122	14.252
911.7899	14.036
823.642	7.699
848.579	4.199
804.5552	4.105
831.5744	4.535
967.7224	8.173
686.5419	2.26
826.6718	10.169
731.6104	12.2
872.7257	13.913
370.3578	13.555
1382.2662	12.533
811.6578	6.382
843.6367	5.14
1212.8218	4.062
727.5652	11.358
772.6384	6.445
252.269	6.785
690.613	5.048
876.7663	12.581
716.5536	1.998
1327.1289	14.924
1428.3917	13.56
624.5449	12.537
1435.1834	12.445
768.6798	7.097
1044.7038	1.595
808.5865	3.683
815.6123	4.858
1326.2026	15.347
922.6273	2.233
711.6335	12.624
244.1911	2.153
161.1327	14.608
784.6274	5.068
774.5448	6.242
518.3181	0.893
815.7455	11.074
1354.3079	15.252
577.5203	9.781
980.7334	1.629
674.5332	3.634
704.5696	4.629
724.5312	7.364
879.2576	12.725
371.4016	14.912
1487.333	13.556
592.4715	3.868
954.8376	14.384
1221.4139	9.704
699.6132	12.015
762.6331	5.718
1439.1603	6.035
873.6238	7.468
883.7515	13.308
659.6184	9.849
695.6178	13.558
596.5285	9.615
603.5342	14.253
685.5546	12.814
482.4031	1.826
467.3297	1.673
835.7221	10.593
980.913	15.819
1104.2312	6.824
1070.7219	1.965
645.4671	2.291
1355.1618	12.631
889.7699	13.604
1071.3506	13.008
1116.0651	16.104
912.8019	14.13
669.5618	9.709
1405.2653	12.483
832.655	7.874
830.6194	4.488
643.5282	10.203
718.5951	6.124
680.6675	12.017
997.3315	12.758
730.5908	4.769
1347.2606	14.802
925.7117	8.386
638.6412	11.541
370.3557	9.757
818.5856	3.166
1327.0856	14.884
766.4174	7.094
1267.3723	9.657
1341.3902	11.306
653.6154	15.854
927.7495	11.721
895.8144	13.372
831.6963	9.407
645.5439	11.876
930.9429	12.398
681.5315	6.169
815.6849	8.864
772.55	2.771
794.6525	8.67
763.6361	11.061
714.6047	11.683
413.3059	2.587
923.3115	12.483
1372.2711	12.585
915.8448	12.487
973.8108	12.389
666.581	14.577
831.7203	13.154
826.6516	4.577
706.6649	12.579
711.5417	5.053
920.8287	13.692
656.5838	12.205
920.742	12.905
761.5456	7.135
489.4425	15.735
525.4974	2.058
880.257	12.725
685.5549	12.353
484.3771	1.684
749.6464	12.546
885.6535	4.577
1325.0718	14.884
551.391	2.011
550.4711	12.537
829.5566	4.817
512.4162	1.654
344.2287	0.946
906.8253	12.342
962.7794	8.294
799.6206	3.634
1090.0449	15.631
494.3674	1.365
807.6387	6.612
1436.1934	12.445
766.4042	7.056
1329.355	14.884
924.7723	13.114
670.6115	11.97
836.6155	8.864
951.7758	11.815
1351.209	12.631
784.6676	10.979
1495.3026	13.556
1350.2865	15.279
852.5383	2.244
466.3298	2.28
1052.7621	1.64
493.518	6.785
861.7393	12.153
1002.6575	1.583
1376.1568	12.248
896.6863	8.172
961.7836	8.482
811.606	4.245
725.7298	7.372
762.7418	7.1
947.8835	15.299
732.6602	7.165
1036.7739	3.114
728.5802	4.812
783.5746	3.962
549.9182	3.079
435.3227	2.585
919.738	12.445
695.6527	14.803
1375.1544	12.258
877.6627	14.467
857.7516	12.758
880.5926	5.375
1298.43	11.306
1080.7998	3.066
557.5402	14.43
795.6489	13.157
720.583	7.699
775.2741	11.401
782.625	6.067
794.5673	6.427
548.5049	12.216
1460.0739	6.019
167.0423	2.609
648.4218	11.122
905.9273	12.342
883.4064	7.327
425.8578	6.169
737.6497	12.674
1194.8857	4.952
895.717	14.295
1325.9738	14.884
425.3701	1.779
787.6694	9.375
648.6285	12.627
668.6551	13.22
782.6214	5.42
343.315	1.64
918.7264	12.153
340.3944	2.635
825.6742	11.675
373.4119	14.884
798.639	8.42
832.2425	10.776
1021.3072	12.353
911.7533	11.829
832.5682	2.402
1398.3973	11.872
651.7912	2.701
1325.0592	14.912
755.6029	8.609
818.8797	13.513
622.5921	9.993
1145.3691	13.167
828.5405	2.244
1301.1937	15.017
1323.378	11.306
950.8048	13.828
746.5708	8.984
617.7215	10.13
1456.0136	1.673
874.6993	13.411
680.808	2.655
1325.9522	14.884
994.9409	14.912
811.6055	3.968
982.8092	12.712
751.6017	9.004
842.5902	2.432
590.4655	4.434
800.728	9.851
912.8029	14.295
1176.3322	13.467
1321.1575	12.581
838.6904	8.172
935.6452	2.68
963.814	13.824
755.6031	9.642
1369.1946	12.581
808.7307	13.69
766.431	7.056
803.7464	11.683
1004.7966	8.173
384.3512	2.106
779.6958	13.313
1488.1069	6.15
1170.3456	12.852
927.707	12.671
1392.2052	12.537
703.6436	12.811
679.5865	12.258
483.328	1.674
277.2168	12.725
919.8519	15.045
866.5917	4.339
730.5688	2.26
932.9249	15.139
676.5974	4.481
667.9814	2.244
851.6416	10.593
799.754	13.78
853.7186	13.87
1471.416	12.153
662.4949	4.301
843.6413	3.021
893.7233	12.911
788.678	12.814
878.7221	14.503
1124.8268	3.072
549.0633	2.818
910.873	15.374
786.5592	7.421
540.3314	0.902
788.5936	4.717
610.6228	9.22
312.3629	2.025
610.5029	8.125
723.6131	10.035
1173.3394	8.387
744.5627	9.473
1175.3394	8.387
624.5506	9.758
883.8433	15.108
909.2604	11.966
596.5285	9.851
1327.2089	15.347
272.2551	0.993
1175.8335	13.467
890.7458	12.153
834.6254	3.162
868.6072	4.103
914.8611	13.947
1349.2745	12.627
1490.1879	7.303
647.5137	3.503
852.6599	7.732
677.5606	4.904
843.707	8.704
922.0112	16.306
946.6562	2.676
849.583	4.576
902.7808	12.618
1063.6703	1.411
1326.9908	14.884
474.2919	0.893
734.6296	12.577
1088.0378	15.631
853.6156	4.105
922.0107	15.604
780.6343	9.469
1026.294	13.114
698.6667	15.297
766.6806	12.528
740.6395	12.025
237.1024	1.026
887.6114	2.154
522.4833	4.062
532.3385	1.765
1017.9975	14.608
809.5887	7.24
1050.747	1.965
837.6751	11.074
755.6029	8.844
536.4082	2.373
1022.3071	12.346
851.7183	11.826
672.6295	12.539
279.1696	2.655
1343.1514	12.572
721.6799	12.767
850.6079	5.254
849.6577	8.268
773.5537	3.398
847.8226	13.687
878.9776	14.844
219.1746	1.071
744.2424	2.562
830.7248	13.414
765.6523	12.675
726.7117	13.22
915.7868	13.647
424.3431	1.365
992.7815	13.007
917.7569	12.118
616.4597	2.977
687.5728	10.032
1026.617	6.331
556.4434	1.64
816.6398	3.255
833.5734	2.247
279.2326	12.946
1351.2924	15.252
772.5501	2.527
677.5838	8.481
722.5978	7.969
1174.34	8.387
820.5499	2.197
937.5197	5.186
697.6633	15.279
797.6894	8.078
680.7393	12.532
990.1816	2.648
1043.704	1.64
809.59	3.968
828.6514	6.565
841.5797	3.644
722.5592	6.195
865.691	11.966
798.5638	2.249
784.6663	11.029
816.6303	7.779
600.6422	6.914
564.4399	3.021
1417.1514	12.445
971.7965	12.015
1465.006	1.639
548.505	12.811
782.5281	5.651
1140.3228	13.372
688.5764	9.712
834.7194	11.884
645.6198	11.876
803.6528	4.008
547.4731	13.828
752.5217	4.737
525.5786	6.785
755.6966	13.601
763.6363	11.297
962.8261	13.007
793.5942	5.511
523.3486	1.411
639.5213	10.035
936.7545	11.683
697.5549	12.153
995.9477	14.884
866.7252	13.16
888.1133	2.139
915.6857	13.365
845.5915	5.159
599.5558	9.993
1437.0866	6.035
763.6363	10.174
1171.3441	12.861
545.3878	1.365
819.6496	3.916
200.2373	1.271
652.6116	13.513
985.8992	15.205
895.8536	15.232
1309.4434	14.843
527.905	3.119
827.6102	5.046
789.663	7.453
370.3881	2.294
871.6747	5.438
778.5485	2.202
1215.7704	4.062
894.8339	14.791
512.3627	1.778
874.5813	2.432
828.5389	2.388
717.6461	6.376
750.642	12.913
873.549	13.95
823.6232	5.347
1387.3914	12.539
798.6019	5.626
579.4781	12.546
800.6326	3.256
907.0115	15.108
768.5886	8.078
975.8274	12.716
797.6168	6.613
850.3113	4.022
667.5511	14.538
954.9053	15.854
1023.3062	12.358
799.7273	9.568
1388.3921	12.537
834.792	14.744
744.6458	7.827
948.7209	3.162
698.53	4.482
966.811	12.814
706.682	12.118
573.489	13.912
890.9427	12.763
1029.7933	13.114
623.454	2.344
746.5596	7.652
785.633	5.673
558.4889	12.528
885.7899	15.111
1322.3778	11.306
983.8107	12.861
781.6238	7.303
1193.3528	8.387
882.7552	13.648
865.8425	15.252
836.7352	12.393
942.7104	8.125
812.6719	5.376
783.5747	3.644
867.8137	14.665
857.7431	13.465
972.7893	11.93
697.5548	9.736
711.5699	12.572
831.7234	12.295
800.6782	13.088
810.7406	13.778
934.8572	12.721
817.5938	6.568
904.7963	12.908
168.0374	2.603
1414.2015	12.483
1299.3204	14.884
974.9135	15.56
1106.12	6.828
846.5504	1.919
649.6042	11.118
1208.005	8.314
893.7433	13.308
928.8229	12.025
486.4624	1.684
992.7475	3.166
813.6117	6.382
995.905	15.832
1325.0358	14.912
871.7407	12.685
812.7448	13.687
749.0396	2.882
873.583	13.95
810.602	4.535
852.6086	4.44
738.6601	13.509
683.6191	13.262
957.7917	11.967
787.4579	7.421
868.7958	13.419
198.1855	2.153
946.7741	11.861
727.0266	2.882
700.255	9.266
801.5847	4.293
846.559	3.066
894.7048	13.993
870.6965	12.106
1308.4407	14.843
705.7242	5.702
699.683	15.279
581.5449	14.463
652.6524	12.532
581.5449	6.151
824.6547	9.286
1327.0312	14.884
784.6424	7.501
859.5909	3.072
892.7106	12.205
962.7822	12.483
817.6529	10.562
727.5652	11.166
848.5808	3.634
697.5538	8.718
729.5638	8.482
1096.3259	12.631
932.8806	11.977
775.4251	9.663
750.6605	12.814
855.67	11.782
871.7302	8.844
958.8575	15.832
800.5624	2.2
846.8031	13.601
1168.8526	3.024
876.6854	11.495
900.6456	3.962
875.522	14.249
361.3254	2.107
738.6045	10.174
784.5844	8.575
716.5598	6.445
783.5747	3.268
787.4883	7.421
702.5099	6.445
793.0664	2.832
937.8214	15.156
947.7695	13.22
726.5525	12.11
795.6265	8.575
558.2956	1.411
884.6503	4.211
877.632	14.5
964.919	15.701
824.5797	2.497
831.643	6.427
857.5743	2.249
759.5554	8.576
1097.3252	12.638
1024.6707	6.308
682.5993	12.211
789.5606	6.242
1469.2863	13.465
858.8123	13.78
1042.812	14.21
858.6005	7.646
1357.1815	12.952
867.686	13.829
822.6684	13.153
723.6262	7.732
874.6286	3.172
893.7998	13.114
834.6808	12.11
828.661	8.125
756.5368	2.2
186.0581	11.448
836.5421	3.538
1325.9338	14.884
488.349	1.673
567.326	1.365
727.5658	11.58
700.5733	5.752
775.5692	4.577
787.637	12.295
946.7817	8.624
729.731	13.556
626.6309	9.281
697.5544	11.108
426.3701	1.381
700.6255	12.814
1066.8029	13.22
1281.3534	13.22
287.3246	2.468
1263.4448	9.657
978.78	12.389
860.6671	3.213
516.3067	1.354
815.612	5.068
1352.2264	13.22
844.6042	2.93
833.2423	10.776
712.5098	2.249
1169.3443	12.852
739.6082	9.428
990.9446	16.019
1355.372	13.414
1342.148	12.579
498.4658	1.582
989.6795	2.655
371.102	1.673
1095.3255	12.638
896.6137	3.072
631.1944	2.045
855.2495	4.022
1472.4172	12.153
547.4064	1.953
211.1695	2.149
881.8952	15.064
452.2787	0.902
1227.3439	9.657
913.7702	13.308
497.2839	1.566
916.8746	14.288
699.5139	9.896
840.7097	13.049
1324.1912	15.279
988.8022	8.481
759.245	5.929
857.6579	7.779
951.7276	8.42
813.5483	2.388
692.5991	13.097
980.7959	12.678
890.7894	13.824
1176.834	13.467
972.7889	11.829
797.553	2.355
894.8137	13.601
1207.3341	13.055
754.5673	8.105
1416.1465	12.445
748.6113	12.295
670.5652	12.445
600.5083	13.952
1291.2077	15.064
639.6162	9.286
669.7778	14.884
857.5735	2.388
698.5583	7.693
850.6453	6.376
370.3555	15.619
813.5484	2.26
850.5739	7.779
1320.4353	14.912
710.5577	12.2
722.6092	11.169
594.4468	3.018
721.5579	7.372
374.1563	1.13
867.5953	3.962
815.0792	2.818
808.6405	8.718
600.4689	1.629
847.555	2.26
1120.0271	6.867
1470.4177	12.153
1058.297	12.627
352.3215	1.595
543.3937	1.698
1209.0084	8.314
848.6839	13.267
845.9	13.558
964.7977	12.814
779.6314	10.217
425.857	6.426
1292.2133	15.064
727.5825	7.392
1193.8075	4.959
728.569	9.38
854.8669	14.759
667.644	9.657
852.5378	2.435
1188.4235	8.387
655.6307	14.884
846.563	3.208
874.5827	3.03
805.7111	13.411
770.5015	2.727
792.6468	6.38
584.5575	6.196
743.5424	6.286
840.7941	14.651
766.3776	7.094
766.5728	7.794
539.3888	2.249
920.8275	13.558
796.6408	6.38
948.8766	15.665
928.8248	12.205
1408.2006	12.487
766.345	7.089
964.8676	15.064
904.6948	3.209
918.2665	12.819
864.6542	13.16
910.8597	13.993
952.7706	11.829
372.348	1.718
1461.0765	6.017
572.3722	1.55
727.6279	12.546
601.4406	2.388
830.6395	7.501
688.7949	13.509
1370.1786	12.712
952.9579	15.841
483.4169	4.103
910.7704	13.372
1244.364	13.041
297.2768	12.952
992.9222	15.854
389.3974	14.924
815.7739	14.97
673.5024	4.34
744.6104	5.325
591.5526	8.425
821.6264	6.824
662.5603	12.252
631.4924	4.435
666.4668	2.648
1366.2722	12.579
786.8079	8.889
734.5229	2.247
850.6164	3.066
909.6247	2.149
1337.461	11.306
548.3623	1.504
834.6557	7.794
804.6239	6.38
919.7156	13.993
548.5048	12.106
723.6392	13.278
604.6037	12.017
1245.3628	13.055
823.6243	3.072
645.9686	2.294
1319.4304	14.952
1427.2569	12.445
331.2096	1.026
845.5894	3.021
1292.2104	14.8
659.6194	10.169
796.6033	3.16
452.4341	12.533
899.6388	5.626
1103.8124	13.278
550.3736	1.765
837.0921	2.788
300.1454	16.112
430.2438	2.603
264.3008	6.785
371.228	0.946
800.6558	10.271
392.3144	1.317
984.8252	13.055
793.5588	4.723
669.5613	10.084
790.7742	8.67
821.6024	3.916
847.7301	10.733
707.6108	12.358
878.7617	11.73
1022.7247	6.286
1326.4766	15.064
301.2169	12.2
867.8216	14.952
542.4444	6.785
1491.3491	13.514
904.7791	12.779
892.6884	13.692
338.3779	3.315
809.5812	4.817
562.3446	0.902
1148.3992	8.394
925.7273	13.692
590.4556	3.166
794.6318	2.154
829.7082	11.344
579.4275	2.385
968.7758	11.674
1262.4441	9.657
980.7943	12.436
243.1263	13.172
932.8458	12.398
784.5435	6.286
840.5762	2.842
869.7968	13.362
833.5879	6.427
399.2508	1.26
727.5649	11.108
798.6292	7.605
831.572	6.149
396.3414	1.766
824.6964	11.734
724.6893	12.675
805.5591	3.018
319.2273	12.721
386.379	14.569
746.6262	6.376
1234.0208	8.467
622.4082	1.919
1372.3193	15.111
1324.3774	11.306
534.388	2.832
771.053	2.821
616.7065	10.035
295.2609	12.528
570.5364	3.683
993.7411	12.299
824.7539	13.826
881.7193	12.063
964.8665	15.701
366.3007	1.271
258.2795	1.731
946.7566	12.913
788.5604	7.453
1295.4253	14.873
903.7833	12.628
722.602	12.11
1064.0614	6.785
866.5999	2.154
1216.7739	4.057
445.3835	2.186
747.6054	12.118
671.576	14.708
1491.1887	7.138
947.7682	13.156
767.7504	13.419
532.4403	7.101
1327.0518	14.844
698.6091	6.38
1400.111	12.537
851.309	4.022
1447.4751	12.106
774.6295	8.441
879.8055	12.295
507.5337	9.606
723.6122	9.381
697.5547	9.001
1324.9959	14.884
1365.2291	13.555
837.5465	2.244
319.309	9.796
584.5576	9.993
698.7	6.124
1026.1616	14.884
1009.7084	1.953
858.7392	13.172
1438.1642	6.023
773.7496	5.391
815.7737	15.489
551.4821	12.528
920.7564	8.375
1292.4053	13.509
781.5587	3.307
1376.213	12.627
840.6155	4.858
863.8274	15.045
669.6802	14.575
1352.2129	12.631
817.8619	12.07
776.6275	7.693
851.7131	12.2
283.283	6.785
806.7079	13.088
1220.1516	9.993
787.6479	6.286
1398.2054	12.579
877.2635	4.022
861.7386	12.528
714.7108	13.546
692.5599	6.427
1338.2798	15.045
961.7989	13.734
585.5611	5.33
582.471	1.965
788.5449	2.497
933.9622	12.712
775.7178	3.16
988.9172	15.442
936.8832	14.884
698.6646	15.045
866.5918	3.072
663.7073	12.539
981.822	12.861
697.5549	15.665
644.5967	12.017
370.4519	12.533
621.631	12.311
594.6478	11.535
771.6458	2.149
590.5669	9.843
478.2935	1.458
923.885	15.514
1324.9869	14.924
714.6042	11.495
370.3558	4.767
874.582	2.724
1326.9368	14.884
1428.264	12.445
905.7927	12.826
505.3906	3.119
877.643	14.506
962.7514	12.852
369.3896	15.297
370.3931	14.884
806.6499	10.935
740.668	13.049
887.5657	5.143
874.6033	13.91
915.707	11.816
828.7175	12.398
408.368	2.166
1249.3591	9.657
811.6831	10.778
931.7011	11.734
1213.3414	13.56
887.7543	13.32
923.7611	12.861
581.5449	7.392
872.5656	2.186
175.1484	14.608
887.6396	6.38
872.7704	12.712
603.3966	1.365
186.058	12.211
896.7197	14.295
1324.0574	14.912
937.7545	8.111
837.8115	15.045
1253.8479	4.057
272.2323	1.054
805.4956	7.501
614.5728	11.876
830.6201	4.305
1369.2152	12.579
849.8223	13.864
213.1487	12.537
723.5285	7.392
881.7544	12.295
1105.2353	6.844
836.6631	6.632
972.6834	1.654
859.6376	3.213
781.5946	6.702
964.7666	13.088
779.4229	9.657
910.1261	2.139
1487.4034	14.966
812.5446	2.06
548.5038	12.721
542.4186	6.785
936.7365	12.861
857.5951	5.137
526.5013	1.965
1491.1207	7.366
976.8389	13.041
1349.2806	15.252
1248.361	9.657
188.1647	0.979
1386.2008	12.532
887.8391	13.905
209.154	2.153
1498.114	5.327
927.7429	13.824
817.6994	10.654
226.1805	2.153
483.328	2.072
781.578	6.198
791.6115	5.79
266.173	2.139
742.6487	12.486
534.297	1.538
855.7364	12.44
721.5082	1.307
760.5792	1.998
837.5468	2.468
731.6858	13.514
775.607	2.119
1296.5607	11.306
1333.2467	15.06
934.8685	12.999
480.3875	1.732
678.4802	1.411
953.7939	12.675
1223.0666	6.764
1470.1227	7.327
731.492	6.701
685.6843	13.22
726.6478	12.585
721.5072	0.882
891.747	12.165
844.5884	2.149
787.4482	7.42
927.8066	12.638
318.3169	10.077
775.6037	5.375
1378.0797	6.151
761.2222	8.85
831.6406	7.56
826.5736	8.67
844.7106	7.465
774.656	7.87
751.5649	12.299
317.2996	9.758
1261.4427	9.657
1063.3042	13.172
783.4451	5.702
242.2119	2.06
779.6888	13.056
860.5598	5.096
532.3744	2.344
279.1925	2.603
819.7145	12.07
496.6019	1.55
804.6073	2.603
582.5716	7.527
695.4831	2.631
777.5636	7.618
1019.705	2.011
869.7242	12.342
859.1055	2.776
901.7192	13.372
864.5753	3.069
852.7222	11.734
1212.8788	3.024
795.6261	9.001
837.7588	13.785
1395.1676	12.671
727.5735	6.242
1213.8423	13.56
892.7442	11.767
589.556	9.286
782.3791	9.616
758.6104	7.605
792.6328	8.67
846.603	2.233
1015.9218	12.627
697.5552	11.674
769.7428	6.517
1272.1634	14.468
1429.3906	13.56
832.5865	4.858
1319.3816	13.22
812.6	3.072
571.3596	1.365
634.4531	1.445
774.5977	2.249
763.6653	12.767
1488.4084	14.884
431.3934	2.119
788.5819	3.586
884.8432	13.952
819.6083	8.078
1367.132	12.393
694.582	4.535
780.6354	9.849
826.6871	9.757
1235.0242	8.467
802.6793	9.828
860.5989	2.83
740.6405	11.721
771.6418	12.398
763.636	11.636
1318.3827	13.22
825.6261	10.733
864.5742	4.488
918.7044	13.69
1441.2636	13.461
293.2114	12.248
713.5855	12.814
689.579	12.445
956.8552	14.791
977.9289	15.819
885.7365	12.252
740.4647	0.935
175.1483	12.539
976.9281	15.819
697.6549	9.711
975.9146	15.548
910.7884	12.675
705.0141	2.93
834.2405	10.776
935.7277	11.97
872.6134	3.539
1297.2133	12.585
1461.3183	13.509
778.4264	9.663
877.7695	12.577
1224.1753	9.993
923.7744	13.367
666.6716	15.108
839.6366	8.661
883.7761	13.097
842.6388	3.962
656.584	11.977
776.289	3.268
844.5482	3.55
826.653	4.293
985.8258	13.056
760.6177	4.577
1175.3327	13.461
974.8048	12.352
584.431	1.965
991.9463	15.995
464.4297	4.019
1351.2197	12.946
787.4026	7.453
807.5587	2.385
745.2409	2.562
617.515	4.535
424.2832	2.149
623.956	2.339
888.3212	12.153
552.6365	9.093
993.9232	15.854
509.3806	2.186
809.7084	10.778
972.737	9.938
785.4507	6.286
931.9437	12.398
551.5039	14.211
709.7023	12.546
504.3683	2.882
760.789	8.765
1072.3495	13.008
585.4774	2.045
963.7617	12.852
665.6632	12.631
828.6127	5.237
666.5837	12.533
1140.822	13.372
714.6531	13.23
538.4241	3.018
174.1488	0.994
1191.1267	9.849
878.2646	4.022
965.8541	15.44
722.5088	1.445
568.4094	1.778
786.597	3.962
816.7668	13.167
690.4959	2.249
703.5134	6.124
618.6194	12.299
904.7173	11.815
425.3639	4.105
1469.417	12.153
616.5007	8.314
171.1381	1.116
802.6336	9.522
926.6935	12.346
805.6643	8.078
805.6064	3.962
855.7421	14.664
953.7216	12.712
848.5643	2.153
662.5879	12.353
946.8291	13.108
724.6443	13.263
780.6361	7.591
937.8884	14.884
799.6065	5.391
603.5353	9.989
781.6363	9.049
584.558	7.377
794.6613	7.699
721.5083	0.495
815.8453	10.658
