m/z	RT	peak_height	Gaussian_similarity	asymmetry_factor	is_isotope	is_in_source_fragment	charge	MS2	MS2_scan_id
153.1381	15.373	1211	0.0	2.0	False	False	1		
153.1383	15.207	1218	0.0	inf	False	False	1		
153.1383	13.604	1021	0.0	inf	False	False	1		
153.1386	17.788	1105	0.0	inf	False	False	1		
153.1386	0.982	215775	0.89	2.0	False	False	1		
153.1392	18.717	1218	0.0	inf	False	False	1		
153.1393	15.683	1354	0.0	inf	False	False	1		
153.1393	7.64	1044	0.0	inf	False	False	1		
153.1394	16.08	1164	0.0	inf	False	False	1		
153.1394	6.989	1088	0.0	inf	False	False	1		
153.1395	0.134	1062	0.0	inf	False	False	1		
153.1401	3.262	1451	0.0	inf	False	False	1		
153.1462	0.982	24669	0.0	inf	False	False	1		
153.1634	0.982	12489	0.0	inf	False	False	1		
154.0966	6.187	1089	0.0	inf	False	False	1		
154.1218	15.413	1410	0.73	0.0	False	False	1		
154.1232	2.96	1612	0.0	inf	False	False	1		
154.1232	14.637	1052	0.0	inf	False	False	1		
154.1233	16.46	1012	0.0	inf	False	False	1		
154.1244	12.946	1052	0.0	inf	False	False	1		
154.1245	15.974	1018	0.0	inf	False	False	1		
154.1421	0.982	21453	0.0	inf	False	False	1		
155.0225	16.263	1035	0.0	inf	False	False	1		
155.1048	18.643	1194	0.72	99.0	False	False	1		
155.1054	2.96	1026	0.0	inf	False	False	1		
155.1056	1.673	1040	0.0	inf	False	False	1		
155.106	12.851	1302	0.0	inf	False	False	1		
155.1064	13.887	1185	0.0	inf	False	False	1		
155.1067	11.522	1037	0.0	inf	False	False	1		
155.1075	15.413	1474	0.69	0.0	False	False	1		
155.1077	3.775	1215	0.0	inf	False	False	1		
156.1372	17.488	1027	0.0	inf	False	False	1		
156.1372	15.159	1130	0.0	inf	False	False	1		
156.1374	12.958	1282	0.0	inf	False	False	1		
156.1376	14.448	1619	0.0	inf	False	False	1		
156.1382	5.565	1244	0.0	inf	False	False	1		
156.1383	14.259	1388	0.0	inf	False	False	1		
156.1386	15.592	1042	0.0	inf	False	False	1		
156.1387	9.937	1138	0.0	inf	False	False	1		
156.1387	11.273	1063	0.0	inf	False	False	1		
156.1388	15.424	1122	0.0	inf	False	False	1		
156.1388	14.732	1008	0.0	inf	False	False	1		
156.1388	1.952	1118	0.0	inf	False	False	1		
156.1389	6.281	1392	0.0	inf	False	False	1		
156.1389	15.761	1422	0.0	inf	False	False	1		
156.139	16.338	1074	0.0	inf	False	False	1		
156.139	17.122	1143	0.0	inf	False	False	1		
156.1392	7.452	1080	0.0	inf	False	False	1		
156.1392	9.12	1145	0.0	inf	False	False	1		
156.15	0.935	1821	0.0	inf	False	False	1		
157.0781	15.361	1214	0.0	inf	False	False	1		
157.0787	18.529	1085	0.0	inf	False	False	1		
157.0791	16.08	1079	0.0	inf	False	False	1		
157.0791	15.794	1062	0.0	inf	False	False	1		
157.0791	13.308	1011	0.65	99.0	False	False	1		
157.0807	15.518	1087	0.0	inf	False	False	1		
157.1224	15.683	1051	0.0	inf	False	False	1		
157.1315	19.53	1016	0.0	inf	False	False	1		
157.1325	17.985	1443	0.0	inf	False	False	1		
157.1326	8.001	1212	0.0	inf	False	False	1		
157.1327	11.097	1292	0.52	0.0	False	False	1		
157.1327	4.78	1163	0.0	inf	False	False	1		
157.133	16.825	1161	0.0	inf	False	False	1		
157.133	13.064	1273	0.0	inf	False	False	1		
157.1331	9.914	1341	0.0	inf	False	False	1		
157.1331	17.886	1504	0.0	inf	False	False	1		
157.1331	16.619	1313	0.0	inf	False	False	1		
157.1332	0.075	1130	0.0	inf	False	False	1		
157.1332	5.006	1238	0.0	inf	False	False	1		
157.1332	0.397	1489	0.59	99.0	False	False	1		
157.1332	17.66	1246	0.0	inf	False	False	1		
157.1332	19.289	1140	0.0	inf	False	False	1		
157.1333	3.822	1288	0.0	inf	False	False	1		
157.1333	8.162	1101	0.0	inf	False	False	1		
157.1333	2.96	1460	0.58	99.0	False	False	1		
157.1333	17.187	1079	0.0	inf	False	False	1		
157.1335	18.517	1637	0.0	inf	False	False	1		
157.1335	17.099	1043	0.0	inf	False	False	1		
157.1336	16.737	1240	0.0	inf	False	False	1		
157.1336	4.639	1292	0.0	inf	False	False	1		
157.1337	18.149	1174	0.0	inf	False	False	1		
157.1338	8.243	1375	0.0	inf	False	False	1		
157.134	8.289	1000	0.0	inf	False	False	1		
157.134	5.641	1193	0.0	inf	False	False	1		
157.134	8.453	1342	0.0	inf	False	False	1		
157.134	6.595	1565	0.78	99.0	False	False	1		
157.1342	16.95	1091	0.0	inf	False	False	1		
157.1343	19.068	1030	0.0	inf	False	False	1		
157.1343	8.085	1043	0.0	inf	False	False	1		
157.1343	7.911	1244	0.0	inf	False	False	1		
157.1344	18.067	1150	0.0	inf	False	False	1		
157.1344	17.361	1144	0.0	inf	False	False	1		
157.1347	19.53	1033	0.0	inf	False	False	1		
157.1347	5.517	1166	0.0	inf	False	False	1		
157.1348	9.302	1213	0.7	0.0	False	False	1		
157.1348	19.955	1130	0.0	inf	False	False	1		
157.135	17.553	1066	0.0	inf	False	False	1		
157.1352	19.754	1481	0.0	inf	False	False	1		
157.1685	0.514	1022	0.0	inf	False	False	1		
157.1687	18.138	1137	0.0	inf	False	False	1		
157.1688	15.761	1026	0.0	inf	False	False	1		
157.1689	3.775	1775	0.0	inf	False	False	1		
157.1689	8.266	1257	0.0	inf	False	False	1		
157.169	0.333	1311	0.0	inf	False	False	1		
157.1691	19.662	1168	0.0	inf	False	False	1		
157.1692	2.595	1556	0.0	inf	False	False	1		
157.1692	6.187	1155	0.69	0.0	False	False	1		
157.1692	8.085	1214	0.0	inf	False	False	1		
157.1695	10.103	1458	0.61	0.0	False	False	1		
157.1695	0.269	1050	0.0	inf	False	False	1		
157.1695	0.813	1194	0.0	inf	False	False	1		
157.1696	3.31	1230	0.0	inf	False	False	1		
157.1696	9.302	1520	0.0	inf	False	False	1		
157.1697	8.133	1196	0.65	99.0	False	False	1		
157.1697	17.821	1067	0.0	inf	False	False	1		
157.1697	3.942	1100	0.0	inf	False	False	1		
157.1697	9.097	1404	0.0	inf	False	False	1		
157.1698	3.007	1428	0.0	inf	False	False	1		
157.1698	3.159	1460	0.0	inf	False	False	1		
157.1699	19.322	1259	0.0	inf	False	False	1		
157.1699	8.537	1119	0.0	inf	False	False	1		
157.17	0.691	1078	0.0	inf	False	False	1		
157.17	18.54	1080	0.0	inf	False	False	1		
157.17	17.046	1226	0.0	inf	False	False	1		
157.17	17.985	1261	0.0	inf	False	False	1		
157.1702	0.198	1027	0.0	inf	False	False	1		
157.1702	17.187	1784	0.0	inf	False	False	1		
157.1702	9.74	1159	0.0	inf	False	False	1		
157.1703	6.624	1315	0.53	99.0	False	False	1		
157.1704	17.327	1027	0.0	inf	False	False	1		
157.1704	17.465	1583	0.0	inf	False	False	1		
157.1704	16.917	1390	0.0	inf	False	False	1		
157.1705	7.688	1595	0.0	inf	False	False	1		
157.1705	7.911	1864	0.0	inf	False	False	1		
157.1706	16.795	1337	0.0	inf	False	False	1		
157.1706	19.027	1214	0.0	inf	False	False	1		
157.1708	0.104	1240	0.0	inf	False	False	1		
157.1708	18.096	1447	0.0	inf	False	False	1		
157.1708	9.602	1384	0.0	inf	False	False	1		
157.1709	18.935	1502	0.0	inf	False	False	1		
157.171	11.01	1318	0.0	inf	False	False	1		
157.1711	8.345	1224	0.0	inf	False	False	1		
157.1711	19.197	1071	0.0	inf	False	False	1		
157.1711	4.947	1462	0.72	0.0	False	False	1		
158.1538	10.161	1034	0.0	inf	False	False	1		
158.1539	16.227	1186	0.0	inf	False	False	1		
158.1542	16.825	1101	0.0	inf	False	False	1		
158.9633	16.275	1826	0.0	inf	False	False	1		
158.9638	15.683	1395	0.0	inf	False	False	1		
158.9642	15.974	1427	0.0	inf	False	False	1		
158.9642	14.743	1117	0.0	inf	False	False	1		
158.9642	16.08	1451	0.0	inf	False	False	1		
158.9645	15.413	1572	0.0	inf	False	False	1		
158.965	15.794	1143	0.0	inf	False	False	1		
159.1176	14.637	1055	0.0	inf	False	False	1		
159.1178	13.84	1211	0.0	inf	False	False	1		
160.0251	1.302	6706	0.0	inf	False	False	1		
160.034	1.302	1357	0.0	inf	False	False	1		
160.1446	0.935	2410	0.0	inf	False	False	1		
161.026	1.302	1232	0.0	inf	False	False	1		
161.0955	4.322	1114	0.0	inf	False	False	1		
161.1324	12.095	2054	0.75	2.0	False	False	1		
161.1324	14.589	3492	0.76	0.33	False	False	1		
161.1326	14.922	23249	0.95	1.5	False	False	1		
161.1327	14.025	46905	0.94	1.67	False	False	1		
161.1342	19.53	1026	0.0	inf	False	False	1		
162.0909	0.935	1761	0.0	inf	False	False	1		
162.128	16.305	1127	0.0	inf	False	False	1		
162.149	0.935	2433	0.0	inf	False	False	1		
163.0737	13.064	1174	0.0	inf	False	False	1		
163.0737	14.684	1257	0.0	inf	False	False	1		
163.0742	18.997	1130	0.0	inf	False	False	1		
163.0746	18.138	1257	0.0	inf	False	False	1		
163.0746	15.719	1109	0.0	inf	False	False	1		
163.0746	17.087	1034	0.0	inf	False	False	1		
163.0746	17.122	1113	0.0	inf	False	False	1		
163.0746	9.55	1411	0.0	inf	False	False	1		
163.0747	14.495	1244	0.0	inf	False	False	1		
163.0747	5.471	1380	0.58	0.0	False	False	1		
163.0747	15.874	2390	0.89	2.0	False	False	1		
163.0748	0.298	1111	0.0	inf	False	False	1		
163.0748	1.952	1267	0.0	inf	False	False	1		
163.0749	15.518	1675	0.64	1.5	False	False	1		
163.075	16.338	1648	0.0	inf	False	False	1		
163.075	15.361	1525	0.0	inf	False	False	1		
163.075	0.824	1862	0.0	inf	False	False	1		
163.0751	16.552	1205	0.0	inf	False	False	1		
163.0752	9.903	1172	0.0	inf	False	False	1		
163.0753	17.361	1691	0.0	inf	False	False	1		
163.0754	19.836	1018	0.67	0.0	False	False	1		
163.0755	0.935	1466	0.0	inf	False	False	1		
163.0755	15.112	1070	0.0	inf	False	False	1		
163.0755	12.366	1867	0.0	inf	False	False	1		
163.0755	16.043	2070	0.39	3.0	False	False	1		
163.0756	6.908	1384	0.0	inf	False	False	1		
163.0756	16.855	1628	0.0	inf	False	False	1		
163.0757	17.66	1001	0.0	inf	False	False	1		
163.0757	6.376	1703	0.0	inf	False	False	1		
163.0757	14.637	1440	0.0	inf	False	False	1		
163.0758	1.209	4301	0.0	inf	False	False	1		
163.0758	12.793	1813	0.0	inf	False	False	1		
163.0758	17.788	1006	0.0	inf	False	False	1		
163.0759	13.65	1731	0.0	inf	False	False	1		
163.0759	13.214	1389	0.0	inf	False	False	1		
163.076	11.273	1183	0.0	inf	False	False	1		
163.076	17.886	1012	0.0	inf	False	False	1		
163.0762	13.451	1108	0.0	inf	False	False	1		
163.0762	14.791	1522	0.0	inf	False	False	1		
163.0762	8.196	1071	0.63	99.0	False	False	1		
163.0762	14.212	1284	0.71	0.0	False	False	1		
163.0763	3.404	1331	0.0	inf	False	False	1		
163.0764	12.095	1048	0.0	inf	False	False	1		
163.0765	16.749	1485	0.66	1.0	False	False	1		
163.0766	16.43	2073	0.0	inf	False	False	1		
163.0768	15.254	1100	0.0	inf	False	False	1		
163.077	16.19	1814	0.64	3.0	False	False	1		
163.1472	14.589	1137	0.55	0.0	False	False	1		
163.1473	15.794	1154	0.0	inf	False	False	1		
163.1478	15.159	1094	0.0	inf	False	False	1		
163.1483	14.212	1411	0.0	inf	False	False	1		
163.1483	13.84	1097	0.0	inf	False	False	1		
163.1484	15.683	1287	0.0	inf	False	False	1		
163.1485	16.116	1123	0.0	inf	False	False	1		
163.1486	15.302	1008	0.0	inf	False	False	1		
163.1488	14.791	1299	0.0	inf	False	False	1		
163.1489	12.804	1172	0.0	inf	False	False	1		
164.0535	13.356	1014	0.0	inf	False	False	1		
164.0708	0.935	1564	0.0	inf	False	False	1		
164.1069	0.935	27024	0.94	99.0	False	False	1		
164.1149	0.935	4209	0.0	inf	False	False	1		
164.1309	0.935	1762	0.0	inf	False	False	1		
164.9186	10.15	1056	0.0	inf	False	False	1		
164.9192	14.684	1673	0.0	inf	False	False	1		
164.9193	18.57	1163	0.66	0.0	False	False	1		
164.9194	18.873	1393	0.0	inf	False	False	1		
164.9197	15.314	1367	0.0	inf	False	False	1		
164.9198	16.586	1279	0.0	inf	False	False	1		
164.9198	17.465	1352	0.0	inf	False	False	1		
164.9199	9.034	1439	0.0	inf	False	False	1		
164.92	0.333	1052	0.6	0.0	False	False	1		
164.9202	19.632	1106	0.63	99.0	False	False	1		
164.9203	17.696	1750	0.0	inf	False	False	1		
164.9204	16.15	1139	0.0	inf	False	False	1		
164.9204	7.858	1093	0.0	inf	False	False	1		
164.9204	11.427	1317	0.0	inf	False	False	1		
164.9205	18.464	1316	0.0	inf	False	False	1		
164.9205	16.855	1824	0.59	1.0	False	False	1		
164.9206	0.882	1094	0.68	0.0	False	False	1		
164.9206	17.016	2164	0.76	1.0	False	False	1		
164.9206	16.679	1689	0.0	inf	False	False	1		
164.9206	16.46	1530	0.0	inf	False	False	1		
164.9207	17.511	1369	0.0	inf	False	False	1		
164.9208	15.562	1122	0.0	inf	False	False	1		
164.9208	17.361	1382	0.57	1.0	False	False	1		
164.9208	17.111	1307	0.0	inf	False	False	1		
164.9209	16.305	1344	0.0	inf	False	False	1		
164.921	16.772	1649	0.0	inf	False	False	1		
164.9211	18.717	1185	0.0	inf	False	False	1		
164.9211	13.451	1212	0.0	inf	False	False	1		
164.9212	19.226	1108	0.0	inf	False	False	1		
164.9213	18.038	1388	0.0	inf	False	False	1		
164.9215	17.187	1540	0.0	inf	False	False	1		
164.9216	17.597	1592	0.0	inf	False	False	1		
164.9216	10.829	1075	0.0	inf	False	False	1		
164.9216	17.886	1284	0.0	inf	False	False	1		
164.9217	18.138	1131	0.0	inf	False	False	1		
164.9219	12.26	1026	0.0	inf	False	False	1		
164.9221	17.985	1291	0.0	inf	False	False	1		
164.9221	19.068	1030	0.0	inf	False	False	1		
164.9232	17.729	1402	0.0	inf	False	False	1		
164.9234	15.413	1185	0.0	inf	False	False	1		
165.0542	16.116	1060	0.0	inf	False	False	1		
165.0896	3.054	1015	0.0	inf	False	False	1		
165.0898	6.595	1178	0.0	inf	False	False	1		
165.0902	1.302	1072	0.0	inf	False	False	1		
165.091	12.001	1192	0.0	inf	False	False	1		
165.0912	12.745	1139	0.0	inf	False	False	1		
165.092	19.226	1464	0.0	inf	False	False	1		
165.1108	0.935	4480	0.98	0.0	False	False	1		
165.1112	17.157	1522	0.0	inf	False	False	1		
165.1118	9.972	1876	0.0	inf	False	False	1		
165.1124	0.514	3031	0.0	inf	False	False	1		
165.1127	10.15	1264	0.0	inf	False	False	1		
165.1128	11.367	1818	0.0	inf	False	False	1		
165.1128	10.97	1956	0.73	5.0	False	False	1		
165.113	0.645	2996	0.0	inf	False	False	1		
165.113	10.21	1809	0.0	inf	False	False	1		
165.113	0.175	1880	0.48	0.5	False	False	1		
165.1132	0.356	1943	0.57	1.0	False	False	1		
165.1133	11.217	1469	0.45	3.0	False	False	1		
165.1133	0.034	2255	0.0	inf	False	False	1		
165.1133	0.438	1736	0.78	3.0	False	False	1		
165.1134	0.21	2248	0.0	inf	False	False	1		
165.1135	0.68	1986	0.0	inf	False	False	1		
165.1135	0.298	2150	0.0	inf	False	False	1		
165.1135	12.201	1115	0.0	inf	False	False	1		
165.1136	1.858	3237	0.25	99.0	False	False	1		
165.1137	10.829	2207	0.0	inf	False	False	1		
165.1138	7.499	2383	0.2	3.0	False	False	1		
165.1138	17.788	2944	0.21	2.0	False	False	1		
165.1139	10.007	1720	0.0	inf	False	False	1		
165.114	11.675	1811	0.0	inf	False	False	1		
165.1143	13.064	1372	0.0	inf	False	False	1		
165.1143	1.302	1376	0.0	inf	False	False	1		
165.1145	0.824	2234	0.64	0.0	False	False	1		
165.1148	11.522	1910	0.33	1.0	False	False	1		
165.1162	17.058	1088	0.0	inf	False	False	1		
165.1176	3.148	1305	0.0	inf	False	False	1		
165.1635	14.791	1409	0.49	0.0	False	False	1		
165.8239	15.635	1152	0.0	inf	False	False	1		
166.0618	1.858	1586	0.0	inf	False	False	1		
166.0625	1.209	4112	0.0	inf	False	False	1		
166.0627	1.532	6049	0.89	99.0	False	False	1		
166.0628	4.09	1112	0.0	inf	False	False	1		
166.0634	1.999	1385	0.0	inf	False	False	1		
166.086	0.935	9001	0.94	0.0	False	False	1		
166.0972	17.63	1101	0.0	inf	False	False	1		
166.0983	8.537	1058	0.0	inf	False	False	1		
166.1067	0.935	2716	0.0	inf	False	False	1		
166.1173	8.537	1037	0.0	inf	False	False	1		
166.1175	18.235	1022	0.0	inf	False	False	1		
166.1222	19.632	1094	0.0	inf	False	False	1		
166.2988	15.635	1340	0.0	inf	False	False	1		
167.0001	14.791	1215	0.57	99.0	False	False	1		
167.0546	16.08	1258	0.0	inf	False	False	1		
167.1052	8.453	1079	0.0	inf	False	False	1		
167.106	17.187	1054	0.0	inf	False	False	1		
167.1061	5.565	1098	0.0	inf	False	False	1		
167.1063	15.562	1053	0.67	99.0	False	False	1		
167.1066	6.187	1096	0.0	inf	False	False	1		
167.1067	3.822	1506	0.0	inf	False	False	1		
167.1068	19.988	1039	0.0	inf	False	False	1		
167.1071	13.356	1258	0.66	99.0	False	False	1		
167.1071	2.96	1145	0.0	inf	False	False	1		
167.1086	18.672	1147	0.0	inf	False	False	1		
167.1528	6.329	1076	0.0	inf	False	False	1		
167.1534	12.307	1255	0.0	inf	False	False	1		
167.1536	11.367	1022	0.0	inf	False	False	1		
167.1536	16.43	1017	0.0	inf	False	False	1		
167.1537	0.427	1140	0.0	inf	False	False	1		
167.1538	12.946	1002	0.0	inf	False	False	1		
167.1538	8.345	1094	0.0	inf	False	False	1		
167.154	16.043	1688	0.0	inf	False	False	1		
167.154	15.562	1210	0.0	inf	False	False	1		
167.1541	16.227	1150	0.0	inf	False	False	1		
167.1541	15.413	1146	0.0	inf	False	False	1		
167.1541	15.749	1051	0.0	inf	False	False	1		
167.1542	14.743	1799	0.59	0.0	False	False	1		
167.1546	7.944	1193	0.69	0.0	False	False	1		
167.1549	19.289	1119	0.0	inf	False	False	1		
167.155	16.749	1152	0.0	inf	False	False	1		
167.1552	2.913	1421	0.0	inf	False	False	1		
167.1554	18.476	1535	0.81	1.0	False	False	1		
167.1557	10.24	1111	0.0	inf	False	False	1		
167.1559	5.006	1057	0.0	inf	False	False	1		
167.1562	4.042	1012	0.0	inf	False	False	1		
167.1564	16.15	1132	0.0	inf	False	False	1		
168.0464	17.294	1266	0.0	inf	False	False	1		
168.0466	3.054	1212	0.0	inf	False	False	1		
168.0467	4.274	1253	0.45	99.0	False	False	1		
168.0468	17.844	1072	0.0	inf	False	False	1		
168.0469	9.302	1166	0.73	99.0	False	False	1		
168.0471	17.424	1294	0.0	inf	False	False	1		
168.0471	19.632	1188	0.0	inf	False	False	1		
168.0472	19.367	1105	0.0	inf	False	False	1		
168.0472	3.822	1084	0.0	inf	False	False	1		
168.0472	8.289	1481	0.54	99.0	False	False	1		
168.0472	7.452	1158	0.56	0.0	False	False	1		
168.0474	18.902	1124	0.0	inf	False	False	1		
168.0474	19.896	1125	0.0	inf	False	False	1		
168.0477	8.001	1117	0.0	inf	False	False	1		
168.0478	17.488	1274	0.0	inf	False	False	1		
168.0478	10.161	1907	0.0	inf	False	False	1		
168.0479	0.045	1151	0.0	inf	False	False	1		
168.0479	18.464	1165	0.12	1.0	False	False	1		
168.048	15.794	4565	0.21	1.35	False	False	1		
168.0481	0.503	1008	0.6	0.0	False	False	1		
168.0482	19.197	1010	0.0	inf	False	False	1		
168.0482	6.235	1433	0.68	99.0	False	False	1		
168.0484	17.788	1409	0.0	inf	False	False	1		
168.0487	17.922	1045	0.0	inf	False	False	1		
168.0492	0.836	1175	0.0	inf	False	False	1		
168.0515	16.401	1035	0.0	inf	False	False	1		
168.0571	15.937	1162	0.0	inf	False	False	1		
168.067	0.906	1443	0.0	inf	False	False	1		
168.1013	0.935	11807	0.0	inf	False	False	1		
168.1109	0.935	2009	0.0	inf	False	False	1		
169.0451	15.112	1053	0.0	inf	False	False	1		
169.0969	0.935	1539	0.0	inf	False	False	1		
169.1051	0.935	1684	0.0	inf	False	False	1		
169.1221	12.851	1681	0.0	inf	False	False	1		
169.1232	16.708	1077	0.0	inf	False	False	1		
169.1233	15.683	1088	0.0	inf	False	False	1		
170.0738	0.935	2052	0.0	inf	False	False	1		
170.1177	18.161	1231	0.0	inf	False	False	1		
170.1186	19.724	1133	0.0	inf	False	False	1		
170.1297	0.691	1045	0.0	inf	False	False	1		
170.1527	19.53	1101	0.0	inf	False	False	1		
170.153	16.08	1354	0.0	inf	False	False	1		
170.1534	15.907	1499	0.0	inf	False	False	1		
170.1538	17.488	1187	0.0	inf	False	False	1		
170.154	12.899	1258	0.39	99.0	False	False	1		
170.1543	15.373	1134	0.0	inf	False	False	1		
170.1544	16.15	1273	0.67	99.0	False	False	1		
170.1549	13.604	1634	0.0	inf	False	False	1		
170.1917	15.749	1166	0.0	inf	False	False	1		
171.0569	2.366	1457	0.0	inf	False	False	1		
171.1132	0.356	1041	0.0	inf	False	False	1		
171.1148	18.606	1143	0.0	inf	False	False	1		
171.118	12.189	1026	0.0	inf	False	False	1		
171.1187	10.24	1342	0.0	inf	False	False	1		
171.1188	11.663	1138	0.0	inf	False	False	1		
171.1191	15.749	2166	0.0	inf	False	False	1		
171.1191	15.937	1557	0.0	1.0	False	False	1		
171.1194	13.745	1236	0.0	inf	False	False	1		
171.1196	6.989	1096	0.0	inf	False	False	1		
171.1198	14.743	1049	0.0	inf	False	False	1		
171.1199	4.639	1040	0.0	inf	False	False	1		
171.12	15.254	1324	0.0	inf	False	False	1		
171.1201	17.145	1134	0.53	1.0	False	False	1		
171.1204	0.633	1218	0.0	inf	False	False	1		
171.1204	12.793	1088	0.0	inf	False	False	1		
171.1205	13.84	1133	0.71	99.0	False	False	1		
171.1207	13.451	1015	0.0	inf	False	False	1		
171.1207	11.379	1052	0.0	inf	False	False	1		
171.1208	15.424	1150	0.0	inf	False	False	1		
171.1208	13.17	1173	0.0	inf	False	False	1		
171.1211	15.159	1128	0.0	inf	False	False	1		
171.1212	12.26	1465	0.0	inf	False	False	1		
171.1213	12.946	1115	0.0	inf	False	False	1		
171.1372	4.827	3734	0.15	1.0	False	False	1		
171.138	11.722	3228	0.05	0.04	False	False	1		
171.1396	19.896	1218	0.0	inf	False	False	1		
171.1406	14.259	1174	0.0	inf	False	False	1		
171.1411	11.05	1077	0.0	inf	False	False	1		
171.1419	0.604	1066	0.0	inf	False	False	1		
