m/z,RT,RI,RI_uncertainty,RI_reliability,RI_spread,n_contributing,is_extrapolated,calibration_scope,warp_source
840.729,15.899,85.48016162051651,0.6209407338185473,medium,,1,False,project,self
777.6942,17.846,96.60551772343122,0.4338105412427071,high,,1,False,project,self
898.7348,18.146,98.34749892183586,0.3871856802268384,high,,1,False,project,self
1408.2197,15.215,81.57657737390393,0.4253585976647136,high,,1,False,project,self
793.7114,22.733,,,none,,1,True,project,self
1006.7615,16.669,89.85134324198089,0.5531590072649445,high,,1,False,project,self
826.75,17.3,93.45376377723707,0.37267215147860594,high,,1,False,project,self
948.806,15.79,84.8605532489838,0.5705715301939314,high,,1,False,project,self
781.7117,23.038,,,none,,1,True,project,self
879.7848,17.737,95.97412978067177,0.40081163726969904,high,,1,False,project,self
378.7803,4.147,18.453786411735027,1.1043629206423917,medium,,1,False,project,self
617.5146,5.97,28.947570994725268,0.8385138987876443,medium,,1,False,project,self
293.2114,23.039,,,none,,1,True,project,self
383.3308,16.725,90.16975306959877,0.5288155377043049,high,,1,False,project,self
756.6098,7.204,35.81565916060145,0.788962836542228,medium,,1,False,project,self
696.5926,23.38,,,none,,1,True,project,self
824.5562,8.598,43.60224799303259,0.45513995035860444,high,,1,False,project,self
728.6186,15.269,81.88645873526359,0.42365584368220244,high,,1,False,project,self
598.499,2.988,12.208069479887833,1.7657868319303212,medium,,1,False,project,self
918.7025,17.164,92.67399779668138,0.38071181568858997,high,,1,False,project,self
616.5652,11.097,58.02270467821856,0.4768236865790341,high,,1,False,project,self
1371.3828,13.89,73.83206184917069,0.7349675618458166,medium,,1,False,project,self
982.2778,18.339,99.47070500815548,0.37076178714814767,high,,1,False,project,self
711.6734,18.42,99.9425287356322,0.37076178714814767,high,,1,False,project,self
1323.8681,17.764,96.13044165472175,0.40833923606474204,high,,1,False,project,self
1117.8476,6.876,34.36210321181683,0.8899423842639836,medium,,1,False,project,self
684.6294,23.23,,,none,,1,True,project,self
893.7904,15.982,85.95160579321782,0.6607048239038626,medium,,1,False,project,self
941.5305,6.52,32.65884498334711,1.0020447344272723,medium,,1,False,project,self
726.6668,18.01,97.55711281930631,0.42501538556197704,high,,1,False,project,self
1158.1409,8.216,41.43118465190165,0.5031992228227415,high,,1,False,project,self
720.4454,7.175,35.68219300614084,0.7977791208322818,medium,,1,False,project,self
478.3222,2.001,,,none,,1,True,project,self
205.086,1.511,,,none,,1,True,project,self
857.6465,6.656,33.352168262877115,0.9589665326848665,medium,,1,False,project,self
1029.8371,17.135,92.50800782503151,0.3871856802268376,high,,1,False,project,self
652.4113,0.644,,,none,,1,True,project,self
816.5666,4.753,21.404449512597385,0.7674589443602157,medium,,1,False,project,self
813.5948,9.145,46.64327451847843,0.5300984575539582,high,,1,False,project,self
1101.5451,8.27,41.74463664928588,0.4901649183329722,high,,1,False,project,self
452.2776,0.591,,,none,,1,True,project,self
581.5441,8.762,44.51689158425089,0.452023753675568,high,,1,False,project,self
945.6615,6.684,33.486904121960336,0.9501337882233208,medium,,1,False,project,self
648.6296,13.613,72.2006728352855,0.6289953142216486,medium,,1,False,project,self
920.3112,16.835,90.79575891593646,0.48367313654361604,high,,1,False,project,self
676.455,7.723,38.5547463438719,0.6350670989505058,medium,,1,False,project,self
508.3442,1.921,,,none,,1,True,project,self
787.6922,11.207,58.64915084495197,0.4783817091970373,high,,1,False,project,self
538.3496,2.606,9.175301972412452,1.7657868319303212,medium,,1,False,project,self
795.5725,6.683,33.48213190511995,0.9504490183976831,medium,,1,False,project,self
524.5442,8.27,41.74463664928588,0.4901649183329722,high,,1,False,project,self
823.608,9.118,46.493299361196016,0.5404502011151348,high,,1,False,project,self
622.4076,2.606,9.175301972412452,1.7657868319303212,medium,,1,False,project,self
367.3363,18.42,99.9425287356322,0.37076178714814767,high,,1,False,project,self
798.5919,7.614,37.93854656561989,0.6665260434132806,medium,,1,False,project,self
274.261,18.393,99.78523079100593,0.37076178714814767,high,,1,False,project,self
1026.3738,11.18,58.49603617440446,0.47799871415060496,high,,1,False,project,self
936.7864,15.818,85.01977883228409,0.5832834599723398,high,,1,False,project,self
988.8174,15.269,81.88645873526359,0.42365584368220244,high,,1,False,project,self
1020.6533,7.696,38.400818135282144,0.6427994698034197,medium,,1,False,project,self
793.6899,15.323,82.19597761147091,0.42196869536510356,high,,1,False,project,self
1165.0345,10.934,57.07880041510612,0.47128770410746307,high,,1,False,project,self
771.6475,16.889,91.10338233799459,0.46306286600978713,high,,1,False,project,self
685.5534,15.68,84.2345520142241,0.5224390333308725,high,,1,False,project,self
713.6633,16.833,90.78436964844902,0.4844578213285327,high,,1,False,project,self
401.7381,7.094,35.31771811062234,0.8225281170660296,medium,,1,False,project,self
706.6488,18.01,97.55711281930631,0.42501538556197704,high,,1,False,project,self
664.584,17.627,95.33793815446221,0.3752498814459989,high,,1,False,project,self
888.6417,7.368,36.614342595394234,0.739592306257345,medium,,1,False,project,self
867.8114,18.256,98.98747351178775,0.37076178714814767,high,,1,False,project,self
794.7241,18.887,,,none,,1,True,project,self
647.5791,16.725,90.16975306959877,0.5288155377043049,high,,1,False,project,self
1164.8809,8.432,42.669896315955,0.45832763755248696,high,,1,False,project,self
1427.162,9.914,50.99316684766551,0.4352410702517504,high,,1,False,project,self
690.4704,7.394,36.74892342996834,0.7317524423405336,medium,,1,False,project,self
795.0696,7.286,36.204434843260294,0.7641706025269883,medium,,1,False,project,self
834.7554,22.836,,,none,,1,True,project,self
782.724,22.733,,,none,,1,True,project,self
739.5154,5.776,27.534040773532126,0.7695627512268373,medium,,1,False,project,self
893.7429,16.422,88.44856733829316,0.6684895917462157,medium,,1,False,project,self
367.377,5.528,25.918886680747022,0.7271495117490833,medium,,1,False,project,self
665.5914,10.079,51.96498212371037,0.4407576908430363,high,,1,False,project,self
1087.0856,8.243,41.588156152632564,0.4966380361280953,high,,1,False,project,self
816.629,9.145,46.64327451847843,0.5300984575539582,high,,1,False,project,self
936.8142,15.79,84.8605532489838,0.5705715301939314,high,,1,False,project,self
1019.8685,15.982,85.95160579321782,0.6607048239038626,medium,,1,False,project,self
837.7642,17.6,95.18194559158295,0.37076178714814767,high,,1,False,project,self
935.7305,15.324,82.20170614970424,0.4219376002410764,high,,1,False,project,self
590.4546,4.066,18.109264572903708,1.1749398765817618,medium,,1,False,project,self
603.4665,3.209,13.74713662109295,1.7657868319303212,medium,,1,False,project,self
553.5744,17.164,92.67399779668138,0.38071181568858997,high,,1,False,project,self
658.6142,23.037,,,none,,1,True,project,self
688.6529,22.939,,,none,,1,True,project,self
842.6716,17.354,93.76403206594367,0.3717139659412288,high,,1,False,project,self
747.5999,8.243,41.588156152632564,0.4966380361280953,high,,1,False,project,self
445.3825,2.799,10.76334842873023,1.7657868319303212,medium,,1,False,project,self
754.6213,16.725,90.16975306959877,0.5288155377043049,high,,1,False,project,self
1462.9019,19.411,,,none,,1,True,project,self
820.7586,17.354,93.76403206594367,0.3717139659412288,high,,1,False,project,self
748.5267,8.757,44.489074550229994,0.45211826701613755,high,,1,False,project,self
825.56,8.838,44.93933305304839,0.45059100418919584,high,,1,False,project,self
1039.6685,2.058,,,none,,1,True,project,self
771.5602,6.602,33.08520180245181,0.9760370421766453,medium,,1,False,project,self
420.3804,7.148,35.55947704996754,0.8060088928826565,medium,,1,False,project,self
802.596,7.204,35.81565916060145,0.788962836542228,medium,,1,False,project,self
374.3262,2.849,11.156539833289731,1.7657868319303212,medium,,1,False,project,self
933.7835,15.269,81.88645873526359,0.42365584368220244,high,,1,False,project,self
688.4548,2.934,11.806952356436927,1.7657868319303212,medium,,1,False,project,self
843.5947,6.164,30.381545166764006,0.908724997320221,medium,,1,False,project,self
746.5099,8.079,40.62946138409537,0.5377295934468802,high,,1,False,project,self
862.6644,8.434,42.68117981688401,0.45828903391820314,high,,1,False,project,self
963.7699,9.723,49.891218882299185,0.43446135536159414,high,,1,False,project,self
889.6834,8.762,44.51689158425089,0.452023753675568,high,,1,False,project,self
640.6357,10.354,53.61193085303095,0.4638055108244406,high,,1,False,project,self
430.3639,2.936,11.821977942826182,1.7657868319303212,medium,,1,False,project,self
245.2262,2.851,11.172106082909071,1.7657868319303212,medium,,1,False,project,self
754.5358,7.067,35.19828321956234,0.8308163825734621,medium,,1,False,project,self
659.5372,2.908,11.610446420570922,1.7657868319303212,medium,,1,False,project,self
871.8127,23.121,,,none,,1,True,project,self
799.5425,8.461,42.83337581460235,0.4577683542388385,high,,1,False,project,self
260.2453,18.01,97.55711281930631,0.42501538556197704,high,,1,False,project,self
811.6048,5.224,24.073744645013527,0.7428858536767039,medium,,1,False,project,self
205.195,18.393,99.78523079100593,0.37076178714814767,high,,1,False,project,self
483.3274,2.714,10.077450430516722,1.7657868319303212,medium,,1,False,project,self
702.6405,11.125,58.18284466271518,0.4772196878645844,high,,1,False,project,self
822.6521,6.875,34.357695707047135,0.8902540498638267,medium,,1,False,project,self
690.6183,23.38,,,none,,1,True,project,self
794.5326,2.879,11.38871552808952,1.7657868319303212,medium,,1,False,project,self
854.5537,2.58,8.953157573722914,1.7657868319303212,medium,,1,False,project,self
632.5987,10.961,57.23658425225816,0.47230070698401005,high,,1,False,project,self
852.7912,23.039,,,none,,1,True,project,self
1306.2406,18.859,,,none,,1,True,project,self
914.7856,16.725,90.16975306959877,0.5288155377043049,high,,1,False,project,self
702.6544,11.261,58.9542015139128,0.4791488089700606,high,,1,False,project,self
405.3338,6.219,30.77463174435684,0.9288200000764413,medium,,1,False,project,self
851.5992,5.501,25.751262851987793,0.7285430014381569,medium,,1,False,project,self
722.6299,10.079,51.96498212371037,0.4407576908430363,high,,1,False,project,self
879.8003,17.819,96.44903346996075,0.42501538556197704,high,,1,False,project,self
889.5805,7.122,35.44252729570086,0.8139528579949871,medium,,1,False,project,self
964.8814,18.092,98.03354660014239,0.4008116372697,high,,1,False,project,self
940.7979,15.79,84.8605532489838,0.5705715301939314,high,,1,False,project,self
750.6611,16.147,86.88817618221135,0.7425358182745115,medium,,1,False,project,self
476.3289,12.866,67.85566127531527,0.49512357018414116,high,,1,False,project,self
541.5654,8.215,41.425362298676006,0.5034438762911845,high,,1,False,project,self
506.3153,2.276,6.222344931130368,1.7657868319303212,medium,,1,False,project,self
697.661,18.859,,,none,,1,True,project,self
704.4864,8.844,44.972657947654426,0.4504782014716374,high,,1,False,project,self
512.3615,2.275,6.212977930221659,1.7657868319303212,medium,,1,False,project,self
747.6394,15.16,81.26056436484726,0.42710873290602,high,,1,False,project,self
861.7743,18.037,97.71394417377996,0.4166126975928003,high,,1,False,project,self
855.6423,8.543,43.29420471828484,0.4561924139234846,high,,1,False,project,self
988.8173,15.187,81.41574889597133,0.4262475891876686,high,,1,False,project,self
785.5893,5.445,25.4059017721886,0.7314358191250184,medium,,1,False,project,self
847.5526,3.016,12.412277071751273,1.7657868319303212,medium,,1,False,project,self
576.5716,16.554,89.19795096553288,0.6054495672688845,medium,,1,False,project,self
196.9014,8.735,44.366636864110205,0.4525344959251238,high,,1,False,project,self
824.1098,9.136,46.593275306161864,0.533962125877034,high,,1,False,project,self
1283.3422,6.438,32.20140037092606,1.0095253391964694,medium,,1,False,project,self
226.6859,2.245,5.930863493859997,1.7657868319303212,medium,,1,False,project,self
1015.8646,18.147,98.35331427877243,0.386952296561277,high,,1,False,project,self
340.2349,1.921,,,none,,1,True,project,self
1368.1436,15.132,81.09952595020812,0.4280057922162863,high,,1,False,project,self
698.6644,23.039,,,none,,1,True,project,self
649.5828,15.16,81.26056436484726,0.42710873290602,high,,1,False,project,self
700.6879,18.832,,,none,,1,True,project,self
964.8911,18.749,,,none,,1,True,project,self
1214.8384,17.546,94.87016464052763,0.37076178714814767,high,,1,False,project,self
193.1587,2.936,11.821977942826182,1.7657868319303212,medium,,1,False,project,self
819.7276,22.733,,,none,,1,True,project,self
722.5577,7.668,38.24204214466871,0.6508611080474843,medium,,1,False,project,self
1179.3917,8.489,42.990959591963964,0.45722931552616675,high,,1,False,project,self
858.598,8.598,43.60224799303259,0.45513995035860444,high,,1,False,project,self
904.7966,17.573,95.026020579744,0.37076178714814767,high,,1,False,project,self
828.6258,6.602,33.08520180245181,0.9760370421766453,medium,,1,False,project,self
931.8066,15.982,85.95160579321782,0.6607048239038626,medium,,1,False,project,self
515.5224,7.286,36.204434843260294,0.7641706025269883,medium,,1,False,project,self
886.6267,6.329,31.524533451490054,0.9692275549752474,medium,,1,False,project,self
940.7663,16.367,88.13644738633968,0.6955124461178125,medium,,1,False,project,self
792.7082,22.862,,,none,,1,True,project,self
920.7184,17.518,94.70861084348313,0.37076178714814767,high,,1,False,project,self
524.372,12.506,65.81700409835905,0.49722930457485315,high,,1,False,project,self
1446.0734,8.735,44.366636864110205,0.4525344959251238,high,,1,False,project,self
842.5904,3.596,15.999824281990813,1.591068293691586,medium,,1,False,project,self
775.56,2.821,10.937304715423615,1.7657868319303212,medium,,1,False,project,self
691.6245,11.262,58.95983633775142,0.4791630284409539,high,,1,False,project,self
1337.2388,18.418,99.93087628552308,0.37076178714814767,high,,1,False,project,self
915.7841,17.163,92.66827242513068,0.3809247448836839,high,,1,False,project,self
836.6146,9.996,51.47402611534995,0.43796637289314283,high,,1,False,project,self
832.6538,9.806,50.36737800866596,0.4330032999784245,high,,1,False,project,self
1295.4019,17.354,93.76403206594367,0.3717139659412288,high,,1,False,project,self
857.7427,16.944,91.41694085759221,0.44332099734483177,high,,1,False,project,self
806.5521,3.598,16.009873275750035,1.5892809474355125,medium,,1,False,project,self
640.5236,11.125,58.18284466271518,0.4772196878645844,high,,1,False,project,self
313.2737,11.044,57.71814058804951,0.47543210201238134,high,,1,False,project,self
258.2297,18.01,97.55711281930631,0.42501538556197704,high,,1,False,project,self
870.746,16.835,90.79575891593646,0.48367313654361604,high,,1,False,project,self
797.6252,9.75,50.0457506382379,0.433985980701461,high,,1,False,project,self
551.5032,17.736,95.96834159163035,0.40054166523956153,high,,1,False,project,self
963.8333,18.092,98.03354660014239,0.4008116372697,high,,1,False,project,self
963.8786,18.421,,,none,,1,True,project,self
890.7813,18.338,99.4648813962675,0.37076178714814767,high,,1,False,project,self
841.5784,4.532,20.235052121184843,0.779064115460205,medium,,1,False,project,self
940.5182,6.52,32.65884498334711,1.0020447344272723,medium,,1,False,project,self
766.6208,12.035,63.22173505782235,0.5241331558706296,high,,1,False,project,self
672.5048,3.68,16.410502292423086,1.5160941935547652,medium,,1,False,project,self
180.8929,8.734,44.36106979348183,0.45255342973895735,high,,1,False,project,self
411.7695,7.751,38.715159513938985,0.627092852765411,medium,,1,False,project,self
716.4498,7.175,35.68219300614084,0.7977791208322818,medium,,1,False,project,self
808.5658,7.231,35.941674617661526,0.7807767742912031,medium,,1,False,project,self
808.7398,19.052,,,none,,1,True,project,self
1385.1424,14.858,79.51643783990205,0.43600192736767884,high,,1,False,project,self
660.4849,3.708,16.542666251116817,1.4911486555544242,medium,,1,False,project,self
250.1776,2.799,10.76334842873023,1.7657868319303212,medium,,1,False,project,self
630.5898,11.152,58.33681482092811,0.47760192606428736,high,,1,False,project,self
384.3705,18.201,98.66741633527236,0.37544215569832,high,,1,False,project,self
856.643,9.833,50.52301254061144,0.4325812026189505,high,,1,False,project,self
696.6146,11.399,59.72735389460946,0.4811158535605136,high,,1,False,project,self
1211.8405,17.491,94.55290031443474,0.37076178714814767,high,,1,False,project,self
342.305,2.851,11.172106082909071,1.7657868319303212,medium,,1,False,project,self
1410.2904,16.834,90.79006424591203,0.48406529676846405,high,,1,False,project,self
723.6117,11.016,57.55630487952344,0.47437282048164237,high,,1,False,project,self
928.8784,18.092,98.03354660014239,0.4008116372697,high,,1,False,project,self
743.0441,8.757,44.489074550229994,0.45211826701613755,high,,1,False,project,self
919.7369,15.543,83.45364830184573,0.4675434281384673,high,,1,False,project,self
1168.3247,18.806,,,none,,1,True,project,self
878.6491,7.368,36.614342595394234,0.739592306257345,medium,,1,False,project,self
870.702,17.709,95.8120917931623,0.39349976864470915,high,,1,False,project,self
576.5716,16.642,89.6978836281145,0.5651762957039094,high,,1,False,project,self
672.6562,23.725,,,none,,1,True,project,self
949.8261,15.9,85.48584337374128,0.6214131704911303,medium,,1,False,project,self
684.5135,11.234,58.801867751115154,0.4787650744330432,high,,1,False,project,self
693.558,17.407,94.06894575544001,0.37079598977054695,high,,1,False,project,self
825.6848,10.383,53.78662713230184,0.4747560738409757,high,,1,False,project,self
642.6224,8.216,41.43118465190165,0.5031992228227415,high,,1,False,project,self
566.5869,17.546,94.87016464052763,0.37076178714814767,high,,1,False,project,self
799.5424,8.38,42.37573387899372,0.4647794510047178,high,,1,False,project,self
673.592,15.597,83.76163315060026,0.48840291170647787,high,,1,False,project,self
892.6876,17.163,92.66827242513068,0.3809247448836839,high,,1,False,project,self
826.5865,4.369,19.437541922742287,0.9139164942766881,medium,,1,False,project,self
1042.5892,7.668,38.24204214466871,0.6508611080474843,medium,,1,False,project,self
833.733,16.916,91.25727972257042,0.4532034086907314,high,,1,False,project,self
1131.3153,18.696,,,none,,1,True,project,self
1046.7721,15.652,84.07507261175357,0.5107125774672702,high,,1,False,project,self
870.5489,2.797,10.747460567833603,1.7657868319303212,medium,,1,False,project,self
371.3642,16.477,88.76075000916995,0.6418858062842819,medium,,1,False,project,self
355.3398,2.575,8.910221419158324,1.7657868319303212,medium,,1,False,project,self
1084.8962,17.901,96.9244463875801,0.45284433246474154,high,,1,False,project,self
1463.3256,16.889,91.10338233799459,0.46306286600978713,high,,1,False,project,self
888.6429,7.45,37.043513997742316,0.714954388122706,medium,,1,False,project,self
1324.3681,17.764,96.13044165472175,0.40833923606474204,high,,1,False,project,self
1368.3842,13.89,73.83206184917069,0.7349675618458166,medium,,1,False,project,self
868.8241,18.529,,,none,,1,True,project,self
856.5702,2.879,11.38871552808952,1.7657868319303212,medium,,1,False,project,self
682.6486,18.393,99.78523079100593,0.37076178714814767,high,,1,False,project,self
853.7166,17.382,93.92506906331587,0.3712262137020719,high,,1,False,project,self
828.603,5.251,24.233830925742197,0.7414841444611682,medium,,1,False,project,self
383.331,22.964,,,none,,1,True,project,self
975.8795,18.174,98.51034770535782,0.3809247448836846,high,,1,False,project,self
838.607,6.328,31.517984589054503,0.9688589882362334,medium,,1,False,project,self
797.5938,9.696,49.737020973560256,0.4349377548035455,high,,1,False,project,self
880.7507,14.94,79.99190150530868,0.43380954632602975,high,,1,False,project,self
384.4027,4.341,19.30831538952359,0.9376347217427462,medium,,1,False,project,self
911.7891,17.573,95.026020579744,0.37076178714814767,high,,1,False,project,self
398.3862,18.338,99.4648813962675,0.37076178714814767,high,,1,False,project,self
974.8379,17.845,96.59972104356564,0.43347807151871326,high,,1,False,project,self
958.8071,15.872,85.32673683953864,0.6082515038554898,medium,,1,False,project,self
872.8146,17.491,94.55290031443474,0.37076178714814767,high,,1,False,project,self
616.595,11.18,58.49603617440446,0.47799871415060496,high,,1,False,project,self
579.4768,15.187,81.41574889597133,0.4262475891876686,high,,1,False,project,self
828.704,11.953,62.77366279039543,0.5598140264719254,high,,1,False,project,self
959.8026,15.9,85.48584337374128,0.6214131704911303,medium,,1,False,project,self
811.5714,8.543,43.29420471828484,0.4561924139234846,high,,1,False,project,self
834.7455,17.272,93.29303577263758,0.37317802561368424,high,,1,False,project,self
806.7239,23.352,,,none,,1,True,project,self
876.749,18.087,98.00448481224237,0.40217109828925185,high,,1,False,project,self
518.3169,0.594,,,none,,1,True,project,self
866.7815,17.3,93.45376377723707,0.37267215147860594,high,,1,False,project,self
781.6128,9.337,47.712581918784984,0.4539228919360189,high,,1,False,project,self
1219.0731,11.234,58.801867751115154,0.4787650744330432,high,,1,False,project,self
899.8176,17.491,94.55290031443474,0.37076178714814767,high,,1,False,project,self
832.6647,11.481,60.18300307790135,0.4822891874354468,high,,1,False,project,self
159.0111,23.726,,,none,,1,True,project,self
763.9824,2.0,,,none,,1,True,project,self
664.6214,17.655,95.49977794287794,0.3809247448836846,high,,1,False,project,self
892.7867,17.819,96.44903346996075,0.42501538556197704,high,,1,False,project,self
832.7397,23.105,,,none,,1,True,project,self
777.2335,4.67,20.958888100145405,0.7718120326487911,medium,,1,False,project,self
714.667,16.037,86.26387273247497,0.6876109177619716,medium,,1,False,project,self
909.7936,18.147,98.35331427877243,0.386952296561277,high,,1,False,project,self
902.7451,13.946,74.16234125971076,0.7069257177529097,medium,,1,False,project,self
829.6159,8.434,42.68117981688401,0.45828903391820314,high,,1,False,project,self
301.2161,15.05,80.62726487887701,0.43065620768518187,high,,1,False,project,self
881.5402,6.356,31.69919783865622,0.9791869178538772,medium,,1,False,project,self
842.5917,4.698,21.10834692513715,0.7703427846659521,medium,,1,False,project,self
895.8149,17.71,95.8178777370412,0.3937519206197536,high,,1,False,project,self
797.5525,3.098,12.995150692564145,1.7657868319303212,medium,,1,False,project,self
941.7061,9.613,49.26496660776308,0.4364086235787921,high,,1,False,project,self
633.5834,11.565,60.64738401394839,0.483494594074325,high,,1,False,project,self
523.5463,8.27,41.74463664928588,0.4901649183329722,high,,1,False,project,self
746.589,7.148,35.55947704996754,0.8060088928826565,medium,,1,False,project,self
829.6799,11.316,59.26338672246837,0.47993162909695586,high,,1,False,project,self
792.5104,6.684,33.486904121960336,0.9501337882233208,medium,,1,False,project,self
828.6255,6.684,33.486904121960336,0.9501337882233208,medium,,1,False,project,self
675.5984,17.818,96.44323880775092,0.4246970292671242,high,,1,False,project,self
1068.3491,16.999,91.73076073398228,0.42501538556197704,high,,1,False,project,self
766.5567,7.75,38.70941751916342,0.6273768477675145,medium,,1,False,project,self
796.5494,4.505,20.096826226910913,0.8004247763905025,medium,,1,False,project,self
367.3362,18.502,,,none,,1,True,project,self
403.7582,7.067,35.19828321956234,0.8308163825734621,medium,,1,False,project,self
799.7546,17.3,93.45376377723707,0.37267215147860594,high,,1,False,project,self
507.3634,2.303,6.474346794279714,1.7657868319303212,medium,,1,False,project,self
991.8364,15.078,80.78863607472181,0.42974730388290244,high,,1,False,project,self
703.6427,15.818,85.01977883228409,0.5832834599723398,high,,1,False,project,self
768.5637,4.699,21.113700804575387,0.7702903253375689,medium,,1,False,project,self
189.1637,18.42,99.9425287356322,0.37076178714814767,high,,1,False,project,self
825.5602,8.762,44.51689158425089,0.452023753675568,high,,1,False,project,self
785.7154,17.764,96.13044165472175,0.40833923606474204,high,,1,False,project,self
663.4356,8.735,44.366636864110205,0.4525344959251238,high,,1,False,project,self
1430.3875,17.382,93.92506906331587,0.3712262137020719,high,,1,False,project,self
684.6295,22.964,,,none,,1,True,project,self
762.5689,8.407,42.52873563218391,0.4588105867027442,high,,1,False,project,self
940.8697,18.064,97.87081845220378,0.4086266892736581,high,,1,False,project,self
671.5743,23.121,,,none,,1,True,project,self
713.6824,18.475,,,none,,1,True,project,self
700.6711,18.393,99.78523079100593,0.37076178714814767,high,,1,False,project,self
637.115,3.373,14.77678577854823,1.7657868319303212,medium,,1,False,project,self
715.6078,16.725,90.16975306959877,0.5288155377043049,high,,1,False,project,self
770.5971,8.325,42.061607702498264,0.4772662230503579,high,,1,False,project,self
1066.8003,17.108,92.35354898304419,0.3937519206197527,high,,1,False,project,self
271.2421,18.037,97.71394417377996,0.4166126975928003,high,,1,False,project,self
677.56,6.052,29.55836400694332,0.8680545917969649,medium,,1,False,project,self
788.6764,15.927,85.63923413866485,0.634232793934663,medium,,1,False,project,self
549.9178,3.869,17.267617813365636,1.3482366651224882,medium,,1,False,project,self
594.376,2.001,,,none,,1,True,project,self
617.5136,11.098,58.02843233554235,0.4768378225652588,high,,1,False,project,self
536.3708,2.385,7.2287502377333155,1.7657868319303212,medium,,1,False,project,self
755.6021,10.824,56.431004615646465,0.4671897974895322,high,,1,False,project,self
989.1463,2.195,5.455991957352225,1.7657868319303212,medium,,1,False,project,self
887.6094,2.797,10.747460567833603,1.7657868319303212,medium,,1,False,project,self
728.5677,10.52,54.612194997216456,0.4747560738409764,high,,1,False,project,self
646.464,2.114,4.6746486504363585,1.7657868319303212,medium,,1,False,project,self
279.2318,18.037,97.71394417377996,0.4166126975928003,high,,1,False,project,self
836.7711,18.804,,,none,,1,True,project,self
1445.138,8.488,42.985335816900495,0.45724855064732634,high,,1,False,project,self
551.5591,9.75,50.0457506382379,0.433985980701461,high,,1,False,project,self
806.5371,6.82,34.113545837919986,0.9074265733459976,medium,,1,False,project,self
827.701,12.258,64.44382144577197,0.493569262265517,high,,1,False,project,self
598.4197,2.796,10.739512050122151,1.7657868319303212,medium,,1,False,project,self
1276.3541,17.163,92.66827242513068,0.3809247448836839,high,,1,False,project,self
800.5706,3.624,16.139254005245274,1.5660551091340684,medium,,1,False,project,self
590.5601,9.586,49.112002804328235,0.4368891633701388,high,,1,False,project,self
226.6861,23.038,,,none,,1,True,project,self
935.7308,15.242,81.73156460324724,0.42450528166181567,high,,1,False,project,self
496.3038,0.594,,,none,,1,True,project,self
640.5149,11.125,58.18284466271518,0.4772196878645844,high,,1,False,project,self
288.2767,18.037,97.71394417377996,0.4166126975928003,high,,1,False,project,self
1128.8169,18.722,,,none,,1,True,project,self
1297.1557,15.434,82.83115659118303,0.4292025610766268,high,,1,False,project,self
823.6223,7.86,39.34589785638558,0.5965154954004868,high,,1,False,project,self
663.5677,10.106,52.125475136731765,0.4416727151064816,high,,1,False,project,self
227.2117,2.799,10.76334842873023,1.7657868319303212,medium,,1,False,project,self
1194.8859,8.757,44.489074550229994,0.45211826701613755,high,,1,False,project,self
851.6096,6.875,34.357695707047135,0.8902540498638267,medium,,1,False,project,self
1404.094,8.762,44.51689158425089,0.452023753675568,high,,1,False,project,self
373.3737,16.058,86.38307868687663,0.6979881732808715,medium,,1,False,project,self
787.5853,7.149,35.56399787971161,0.80570372436457,medium,,1,False,project,self
759.5738,12.035,63.22173505782235,0.5241331558706296,high,,1,False,project,self
685.6328,22.964,,,none,,1,True,project,self
877.7684,17.382,93.92506906331587,0.3712262137020719,high,,1,False,project,self
766.5525,6.656,33.352168262877115,0.9589665326848665,medium,,1,False,project,self
760.2196,10.768,56.09857016350261,0.46512184462378914,high,,1,False,project,self
242.9254,1.011,,,none,,1,True,project,self
950.7996,17.27,93.28155906338633,0.37321439468908624,high,,1,False,project,self
829.6256,7.751,38.715159513938985,0.627092852765411,medium,,1,False,project,self
837.8108,18.557,,,none,,1,True,project,self
848.6535,10.575,54.94321040402753,0.45809188511401766,high,,1,False,project,self
373.3669,7.012,34.9569511954967,0.8477560651306292,medium,,1,False,project,self
742.6346,15.269,81.88645873526359,0.42365584368220244,high,,1,False,project,self
775.6415,10.713,55.77064915995324,0.4631030191728782,high,,1,False,project,self
796.5927,6.574,32.94266449459472,0.9849063905163524,medium,,1,False,project,self
582.5346,6.656,33.352168262877115,0.9589665326848665,medium,,1,False,project,self
638.4718,3.735,16.668141512773893,1.467117563675679,medium,,1,False,project,self
742.5842,5.391,25.07583813332125,0.7342286339087739,medium,,1,False,project,self
801.5837,7.696,38.400818135282144,0.6427994698034197,medium,,1,False,project,self
676.6028,17.628,95.34371693422612,0.37544215569832,high,,1,False,project,self
1425.3927,19.328,,,none,,1,True,project,self
772.645,15.269,81.88645873526359,0.42365584368220244,high,,1,False,project,self
1103.8098,17.217,92.97760884902549,0.37418955618898186,high,,1,False,project,self
539.3899,2.961,12.008702223629287,1.7657868319303212,medium,,1,False,project,self
1457.6255,8.789,44.667046222306276,0.4515139213417305,high,,1,False,project,self
559.2984,1.757,,,none,,1,True,project,self
783.5885,6.656,33.352168262877115,0.9589665326848665,medium,,1,False,project,self
1440.096,7.368,36.614342595394234,0.739592306257345,medium,,1,False,project,self
539.3528,2.112,4.655172413793104,1.7657868319303212,medium,,1,False,project,self
587.5999,8.243,41.588156152632564,0.4966380361280953,high,,1,False,project,self
