m/z	RT	isotope_state	is_isotope	is_in_source_fragment	MS2	P_RT-A1	P_RT-A2
1347.8842	6.693	M+0	False	False	686.4386;1.0	24863	29334
1321.3814	13.239	M+2	True	False		21238	29280
791.4384	10.415	M+0	False	False		27758	29242
468.2798	1.579	M+0	False	False		29237	27585
650.7783	3.463	M+0	False	False		20812	29234
184.0822	2.1	M+0	False	True		211602	29233
1296.437	11.298	M+0	False	False		6600	29212
1343.9327	6.693	M+1	True	False		26054	29127
841.5185	1.905	M+0	False	False		29123	27593
918.265	12.789	M+2	True	False		15993	29122
1301.1654	12.885	M+1	True	False		27511	29113
836.4855	1.821	M+0	False	False		27349	29107
722.5118	7.403	M+1	True	False		29043	28711
693.6309	14.604	M+0	False	False		29034	29018
707.518	13.659	M+0	False	False		29000	28747
743.2419	2.564	M+0	False	False	184.0732;1.0	11342	28954
920.4216	7.082	M+0	False	False	184.0747;1.0	28948	27298
656.6019	11.766	M+1	True	False		28944	18463
652.4021	3.493	M+0	False	False		28866	24660
695.5665	13.991	M+2	True	False		28445	28844
947.2888	11.951	M+0	False	False		22875	28806
341.342	11.856	M+0	False	False		28294	28709
455.2178	1.035	M+1	True	False		44370	28695
680.5315	6.693	M+0	False	False		25885	28680
759.392	5.979	M+0	False	False		28674	28096
184.0821	1.493	M+0	False	False		296412	28647
1036.7965	11.951	M+0	False	False	756.5599;0.6253|757.5594;0.3747	27098	28614
790.4624	1.813	M+2	True	False		28589	26635
850.5559	7.218	M+0	False	False	782.5638;0.5706|783.5747;0.4294	28588	24992
807.5147	3.101	M+1	True	False		28573	25929
905.7587	14.27	M+0	False	False		27732	28573
748.6087	12.093	M+1	True	False		28529	27074
730.5396	4.731	M+0	False	False	184.0733;1.0	28469	27153
727.4663	2.091	M+0	False	False		28455	26724
761.3706	7.082	M+0	False	False		28438	29164
636.4245	1.635	M+0	False	False		24648	28352
1378.1451	14.222	M+0	False	False		26929	28274
456.3847	1.035	M+0	False	False		28054	28238
1265.9297	13.314	M+0	False	False		28238	26326
599.5526	11.809	M+2	True	False		26673	28235
822.5414	1.858	M+1	True	False		28216	24559
665.4618	6.693	M+2	True	True		27134	28213
789.4454	8.66	M+0	False	False		28160	15370
758.8937	5.979	M+0	False	False		28137	24313
1216.7516	4.946	M+0	False	False		28130	27231
770.0628	5.947	M+0	False	False		27365	28039
666.4834	2.683	M+0	False	False		28008	22321
1320.853	14.896	M+0	False	False		24966	28005
693.6145	14.085	M+1	True	False		27991	26732
710.5367	13.948	M+1	True	False		27832	27929
409.2708	1.484	M+1	True	False		27902	19338
878.5869	8.767	M+0	False	False	810.5985;0.6043|811.5998;0.3957	27902	26600
656.563	7.218	M+0	False	False	577.5158;1.0	27880	23810
603.5238	9.254	M+0	False	False	215.107;1.0	27829	24975
646.4339	2.683	M+2	True	False		27791	25112
593.4622	2.319	M+1	True	False		27768	23863
757.4766	5.19	M+0	False	False		27767	22623
1226.3443	9.645	M+0	False	False		12402	27711
681.4905	11.856	M+0	False	False		27702	27566
830.6013	2.819	M+0	False	False		27677	25391
1266.371	9.645	M+3	True	False		12938	27670
702.4703	2.046	M+3	True	False		27666	26967
592.3988	1.867	M+0	False	False		26121	27655
805.6273	7.196	M+0	False	False		25138	27626
844.587	3.007	M+2	True	False		27625	22353
852.5167	2.234	M+0	False	False		27041	27568
789.4135	8.668	M+0	False	False		28539	27525
538.6254	1.358	M+0	False	False		28463	27524
1196.827	4.946	M+2	True	False		27422	23538
828.5818	3.028	M+0	False	False	770.5412;0.5435|771.5413;0.2937|772.551;0.1627	26228	27367
1208.1731	11.52	M+0	False	False	615.5838;0.8662|616.5824;0.1338	27299	23599
835.6753	10.549	M+1	True	False		27235	25843
690.4918	14.038	M+1	True	False		31001	27192
1295.2294	14.854	M+1	True	False		26136	27171
894.2784	4.027	M+3	True	False		11017	27170
979.7815	15.176	M+2	True	False		27168	23475
660.4018	2.772	M+0	False	False		27129	26554
1090.0469	15.583	M+1	True	False		0	27127
313.3092	11.856	M+0	False	False		27125	26340
1288.8622	13.712	M+1	True	False		16326	27117
722.5118	12.187	M+0	False	False		27112	26732
1248.8521	13.665	M+0	False	False		14299	27082
457.8016	1.484	M+0	False	False		27067	23202
681.4853	12.411	M+1	True	False		27029	24778
616.7106	11.856	M+0	False	False		26992	21111
689.4977	4.409	M+0	False	False		26981	25669
1215.1251	11.856	M+0	False	False		24997	26958
1163.3627	7.104	M+1	True	False		28202	26916
479.2638	1.579	M+2	True	False		26911	21860
467.2732	1.626	M+0	False	False		26881	18822
462.3831	2.422	M+0	False	False	210.0897;0.4474|269.1655;0.5526	24286	26875
696.6511	15.08	M+1	True	False		22362	26863
1099.6837	1.446	M+2	True	False		25429	26860
1426.4663	13.57	M+0	False	False		20254	26849
874.7795	13.947	M+2	True	False		26848	22439
1295.436	11.298	M+0	False	False		1608	26812
1245.1025	12.592	M+1	True	False		26773	26046
1098.324	12.636	M+3	True	False		21844	26750
1251.8506	13.618	M+2	True	False		14470	26679
1445.4777	12.104	M+1	True	False		9161	26618
862.7045	1.626	M+0	False	False		26614	25666
835.6742	10.33	M+1	True	False		26576	24750
616.7214	11.856	M+0	False	False		19260	26516
427.289	1.493	M+0	False	False		24501	26438
1356.3536	12.542	M+2	True	False		11864	26405
722.4614	1.54	M+0	False	False	184.0732;0.5367|666.435;0.2712|667.4344;0.1922	24764	26334
744.5547	5.329	M+0	False	False	184.0746;1.0	26308	25931
717.5143	1.72	M+0	False	False		26269	23240
858.4676	2.226	M+2	True	False		26249	25488
1016.9276	14.554	M+1	True	False		31203	26216
465.255	1.72	M+0	False	False		26202	25064
1067.3032	13.192	M+2	True	False		11641	26184
771.4579	1.905	M+1	True	False		26176	22823
878.8084	14.507	M+2	True	False		21685	26091
665.4592	2.187	M+1	True	True		25121	26079
975.8296	15.176	M+3	True	False		26067	24951
594.7013	2.1	M+0	False	False		22973	26038
667.5139	3.228	M+1	True	False		23210	26029
1277.4241	13.239	M+0	False	False		17845	26028
670.7815	14.896	M+0	False	False		24808	25981
776.6178	9.395	M+0	False	False	184.0733;1.0	25968	21798
626.4572	2.728	M+0	False	False		25967	24062
582.5459	11.764	M+3	True	False		24340	25921
737.6586	13.854	M+0	False	False		27941	25912
381.2358	1.493	M+0	False	False		23408	25899
850.5817	1.776	M+0	False	False		25649	25893
880.7559	12.684	M+1	True	False		12559	25888
792.5086	10.412	M+1	True	False		25887	25229
710.5371	14.128	M+1	True	False		24558	25855
700.5145	1.72	M+0	False	False		25809	21144
1269.3846	12.454	M+0	False	False		17611	25796
792.5334	10.415	M+0	False	False		23621	25759
1465.4199	13.57	M+0	False	False		19234	25721
1359.249	14.176	M+0	False	False		6339	25719
838.4796	5.235	M+0	False	False		25668	24749
836.4821	5.235	M+0	False	False	184.0746;0.8669|185.0773;0.1331	25660	22368
433.2895	1.673	M+0	False	False		25649	17031
1442.4731	12.151	M+0	False	False		5677	25627
718.6415	14.368	M+2	True	False		25604	23445
928.2702	4.924	M+0	False	False		11478	25591
1088.0398	15.583	M+0	False	False		0	25519
789.4353	8.668	M+0	False	False		28073	25510
835.5178	1.579	M+1	True	False		25506	19267
638.6407	11.52	M+1	True	False		25491	25174
819.7232	11.951	M+1	True	False		27644	25489
758.4982	2.055	M+0	False	False		24026	25436
1023.9688	14.896	M+0	False	False		25434	24846
1116.0677	16.085	M+0	False	False		0	25403
399.234	0.991	M+1	True	False	184.0731;0.7278|199.0734;0.2722	21452	25353
721.5077	10.732	M+0	False	False		25343	24872
881.7589	14.507	M+0	False	False		25225	25320
834.2413	10.791	M+2	True	False		20438	25302
773.5534	3.228	M+1	True	False		24329	25265
1426.3726	12.731	M+0	False	False	355.0704;0.1678|371.1044;0.3622|429.0922;0.1015|445.1191;0.1937|446.1232;0.1748	13551	25258
767.7333	7.926	M+1	True	False		24954	25251
764.609	7.734	M+2	True	False		25247	22347
791.3682	10.412	M+0	False	False		25229	23087
653.5334	3.505	M+2	True	False		26261	25226
1320.82	14.938	M+0	False	False		25222	27299
716.508	2.179	M+0	False	False	184.0743;1.0	25181	16624
895.7597	13.363	M+1	True	False		25164	21400
1319.9066	14.896	M+0	False	False		24440	25163
810.5254	3.054	M+0	False	False		25132	20456
1222.41	9.645	M+0	False	False		7932	25081
342.3456	12.454	M+1	True	False		23165	25052
668.7752	15.081	M+0	False	False		25044	37354
914.4694	1.72	M+0	False	False		25033	22070
639.6136	7.938	M+1	True	False		19394	24986
792.516	3.028	M+0	False	False		22333	24977
1328.1924	12.901	M+0	False	False		24961	26126
1339.1987	14.554	M+2	True	False		24739	24960
794.5314	2.84	M+0	False	False		22054	24926
701.4115	6.718	M+0	False	False		24912	23345
387.2584	1.484	M+0	False	False		24868	24600
454.5096	0.991	M+0	False	False		21909	24856
1145.8188	5.19	M+0	False	False		24797	17374
815.6656	5.143	M+0	False	False		24795	23125
632.3701	2.226	M+0	False	False	162.9556;1.0	24772	19790
673.5769	13.428	M+1	True	False		19967	24732
825.524	2.226	M+1	True	False		24704	23178
1002.2901	5.988	M+3	True	False		0	24697
379.2565	1.484	M+1	True	False		24679	18802
1247.3608	13.085	M+2	True	False		20573	24655
734.4759	1.913	M+0	False	False		22503	24620
722.5105	8.44	M+0	False	False		24610	22404
948.2889	11.951	M+1	True	False		17476	24570
824.5044	1.867	M+0	False	False		22865	24567
697.6584	3.309	M+0	False	False	360.3239;1.0	24552	25697
1266.9329	13.333	M+1	True	False		22964	24546
715.5478	12.542	M+0	False	False		23037	24543
1430.3711	12.731	M+2	True	False		11863	24509
656.603	11.999	M+1	True	False		24503	18463
792.4779	10.412	M+1	True	False		24495	24365
371.245	1.484	M+0	False	False		24439	19523
1469.4183	13.57	M+2	True	False		18550	24433
1348.8897	6.693	M+1	True	False		22187	24411
1208.9331	10.375	M+0	False	False		23086	24410
834.5864	2.461	M+0	False	False	184.0743;1.0	24376	21137
654.4337	1.673	M+0	False	False		24371	22800
796.5634	6.907	M+0	False	False	184.0763;1.0	24351	22824
874.5046	1.626	M+2	True	False		24346	22169
1141.3228	13.381	M+2	True	False		10224	24343
879.5465	1.952	M+1	True	False		24337	21664
368.3397	14.602	M+1	True	True		22856	24319
596.4519	1.349	M+0	False	False		24306	23821
722.5109	7.687	M+0	False	False		24291	22961
904.4313	2.703	M+0	False	False		22917	24261
877.7278	13.901	M+0	False	False		17762	24244
756.5136	5.19	M+0	False	False		24215	21198
1156.3103	5.168	M+0	False	False		22004	24188
879.7434	14.27	M+0	False	False		23304	24174
880.8347	15.08	M+0	False	False		20862	24172
1236.851	4.972	M+1	True	False		31859	24160
1282.3334	12.363	M+2	True	False		13172	24083
810.7563	14.27	M+0	False	False		20934	24033
1319.1752	14.896	M+0	False	False		24664	23997
1386.1721	13.901	M+0	False	False		21950	23811
807.5143	3.261	M+1	True	False		23811	19494
608.4531	1.72	M+0	False	False		23791	16231
669.5294	2.887	M+1	True	False		20335	23746
452.278	1.767	M+1	True	False		23725	21065
511.3597	1.776	M+1	True	False		23209	23720
848.5401	6.077	M+0	False	False	780.5546;0.6364|781.5528;0.168|782.5597;0.1955	21839	23706
849.681	8.75	M+3	True	False		19796	23666
1321.9585	14.896	M+1	True	False		23616	22832
458.2901	1.484	M+1	True	False		23578	22849
1321.9137	14.938	M+1	True	False		23518	19717
664.5372	12.545	M+1	True	False		23518	21146
1431.3902	13.57	M+1	True	False		20592	23512
1343.9501	13.286	M+3	True	False		20477	23502
880.4922	1.72	M+2	True	False		23501	19686
598.4261	2.091	M+0	False	False		23432	23164
727.6153	13.804	M+0	False	False		23399	22196
449.2844	1.532	M+0	False	False		23387	20657
792.4559	10.412	M+0	False	False		23311	21805
878.5867	1.626	M+0	False	False		23304	14942
575.4925	7.545	M+0	False	False		23281	20451
1231.0879	12.187	M+1	True	False		23251	23062
161.1329	14.938	M+0	False	True		23249	21400
1371.1752	13.947	M+0	False	False		23249	16971
453.3161	1.579	M+0	False	False		23229	18771
852.4819	1.681	M+0	False	False		22327	23202
1157.3135	5.19	M+1	True	False		23186	20395
973.882	15.176	M+1	True	False		23175	6270
937.7992	13.659	M+0	False	False		23169	22280
614.5372	11.856	M+0	False	False		22510	23101
697.4409	2.772	M+1	True	False		23061	20382
1446.4758	12.151	M+2	True	False		6380	22973
269.1629	2.793	M+0	False	False		22594	22963
705.454	1.681	M+1	True	False		22422	22961
681.4533	1.999	M+1	True	False		22929	20043
598.4106	1.484	M+2	True	False		22838	22018
444.2807	1.681	M+1	True	False		22477	22826
243.2113	14.038	M+0	False	True		22809	20199
870.4895	1.635	M+0	False	False		20046	22788
852.4803	1.767	M+0	False	False		22762	20949
422.2789	1.532	M+0	False	False		22741	16258
1375.117	13.755	M+0	False	False		22737	22245
791.4552	10.444	M+0	False	False		28097	22728
692.6265	14.365	M+1	True	False		19879	22716
779.2316	3.24	M+3	True	False		8913	22707
741.5237	12.092	M+0	False	False		20632	22686
819.6964	7.196	M+1	True	False		23056	22661
506.5304	9.598	M+0	False	False	268.3045;1.0	19583	22640
697.4496	1.579	M+1	True	False		22623	18091
774.4645	1.858	M+0	False	False		22587	18044
1203.4005	13.038	M+0	False	False		21759	22569
649.4667	11.095	M+2	True	False		22539	20414
823.486	2.981	M+1	True	False		21011	22505
395.2695	1.484	M+1	True	False		22493	21389
724.5175	6.693	M+3	True	False		22007	22432
1131.2985	11.672	M+0	False	False	299.0835;0.2142|355.0756;0.2473|372.1026;0.5385	10890	22393
1279.0403	11.856	M+1	True	False		22391	21475
722.5107	11.661	M+0	False	False		22365	21136
801.5959	5.168	M+1	True	False		20525	22344
653.6724	5.282	M+0	False	False		22335	22300
1321.9325	14.938	M+0	False	False		12915	22299
722.5092	3.727	M+1	True	False		22294	24506
680.482	7.196	M+0	False	False	495.266;0.3512|551.3335;0.4872|607.3932;0.1616	18993	22276
1215.341	13.57	M+2	True	False		12781	22221
608.6161	12.454	M+0	False	True		22151	25545
1324.0961	12.093	M+2	True	False		22140	21544
853.5276	1.532	M+1	True	False		22127	19079
767.5462	5.19	M+0	False	False		22125	21351
722.5113	3.158	M+0	False	False		22120	20476
721.5332	13.804	M+0	False	False		22113	21980
1353.4432	13.428	M+0	False	False		6587	22100
414.7832	1.579	M+0	False	False		22092	21657
692.5478	13.665	M+1	True	False		20722	22070
1221.417	9.645	M+0	False	False		10080	22019
539.147	1.402	M+0	False	False		22330	21951
210.0894	2.319	M+0	False	False	151.0173;1.0	21937	20408
1377.1343	13.901	M+0	False	False		21760	21920
626.6305	9.254	M+3	True	False		21893	18666
722.5105	8.265	M+0	False	False		21892	20987
1116.3364	7.196	M+2	True	False		6989	21876
1178.3302	13.475	M+2	True	False		13075	21837
1297.4343	11.298	M+1	True	False		8883	21836
1304.4116	14.896	M+2	True	False		29105	21823
242.1213	15.975	M+0	False	False	150.0377;1.0	19665	21803
397.3839	14.368	M+0	False	True		21773	18735
565.5664	12.592	M+0	False	False	282.2784;0.5997|310.3103;0.4003	21765	19909
759.2844	5.979	M+0	False	False		21732	21625
1192.3534	8.403	M+3	True	False		9593	21661
1276.4273	13.239	M+0	False	False		14455	21646
722.5113	9.016	M+0	False	False		20313	21607
782.7245	13.947	M+0	False	False		21602	18160
1208.3162	12.092	M+2	True	False		10733	21596
1130.3845	12.885	M+0	False	False		18549	21581
781.0531	6.05	M+0	False	False		21565	18574
772.5805	7.104	M+1	True	False		20846	21546
684.521	3.205	M+0	False	False	560.4292;0.5371|561.4291;0.4629	21533	17162
880.5429	1.952	M+2	True	False		21484	18179
713.6001	13.712	M+0	False	False		19790	21469
846.5248	5.215	M+0	False	False	778.5386;0.6512|779.5492;0.3488	20838	21453
408.7834	1.493	M+0	False	False		19027	21438
284.3318	1.635	M+0	False	False		18338	21434
576.3074	1.493	M+0	False	False	162.9554;1.0	19088	21429
1285.8619	13.712	M+0	False	False		11869	21424
1374.1156	13.759	M+0	False	False	691.5481;0.4268|705.5612;0.5732	18769	21347
789.3785	8.668	M+0	False	False		22436	21337
1279.4235	13.239	M+2	True	False		16107	21301
1134.3149	12.837	M+1	True	False		17224	21261
803.6118	6.032	M+1	True	False		21095	21247
654.5471	6.214	M+0	False	False	575.5062;1.0	18465	21126
852.8041	14.766	M+0	False	False	551.5024;0.161|552.5081;0.1592|579.5368;0.4602|580.5434;0.2197	24495	21102
722.51	2.556	M+0	False	False		21061	18789
565.5201	14.896	M+0	False	False		19997	21042
898.4664	1.767	M+0	False	False		21032	19591
1323.1716	14.604	M+2	True	False		20994	20204
907.7748	14.557	M+0	False	False		20970	20367
257.2268	14.085	M+0	False	False		20962	8352
878.2568	12.684	M+0	False	False		11432	20945
779.0391	5.19	M+0	False	False		20943	19435
826.522	2.187	M+2	True	False		18712	20902
1378.3866	13.428	M+0	False	False		14630	20899
884.422	2.819	M+0	False	False		20887	19906
692.4512	1.626	M+0	False	False		20875	18756
444.3102	1.626	M+0	False	False		20858	19553
281.2957	1.587	M+0	False	False		17332	20843
1132.2974	11.672	M+1	True	False		8755	20778
615.5034	11.856	M+0	False	False		20719	0
1340.1647	15.033	M+0	False	False		20689	19124
786.528	2.226	M+0	False	False		20684	16383
1341.1708	15.033	M+1	True	False		20635	19027
792.5761	3.644	M+0	False	False	184.0745;1.0	19137	20625
1173.3429	12.885	M+3	True	False		17141	20616
716.4872	2.611	M+0	False	False	184.0735;1.0	19549	20604
822.756	14.176	M+0	False	False		20222	20596
756.5515	6.988	M+0	False	False		20590	26433
740.5193	1.681	M+0	False	False		19504	20564
386.2505	1.358	M+0	False	False		17454	20550
618.4007	2.142	M+2	True	False		19591	20528
1346.8983	13.267	M+0	False	False		20475	18468
887.6508	4.364	M+0	False	False	841.6434;1.0	20459	15923
722.6009	12.104	M+2	True	False		13771	20442
860.5769	1.673	M+0	False	False		20412	20299
619.5284	12.735	M+0	False	False		20390	18087
1137.3214	13.381	M+0	False	False		11912	20373
1334.103	12.454	M+0	False	False		24400	20372
1362.1049	13.708	M+2	True	False		20330	18338
1030.2947	13.133	M+3	True	False		10152	20300
689.4212	1.587	M+1	True	False		17371	20282
783.0703	7.149	M+0	False	False		18845	20273
776.5077	1.913	M+0	False	False		19850	20234
1209.1796	11.537	M+1	True	False		22173	20192
758.4394	1.358	M+0	False	False		23534	20137
1152.3223	8.403	M+1	True	False		9083	20133
870.756	13.665	M+0	False	False		16387	20132
1283.3516	13.239	M+1	True	False		14530	20131
408.7652	1.493	M+0	False	False		19078	20125
722.5109	9.111	M+1	True	False		19947	20121
699.5034	1.913	M+0	False	False		19976	20114
721.5077	1.961	M+0	False	False		18309	20112
686.637	13.712	M+0	False	False		19163	20105
652.4468	1.729	M+2	True	False		17246	20067
383.3662	14.222	M+0	False	True		5588	20064
691.5654	12.901	M+0	False	False		20025	16602
1345.8961	13.267	M+0	False	False		20002	19418
611.5841	7.521	M+0	False	False		16668	19959
740.4479	3.584	M+0	False	False	672.46;0.6049|673.4672;0.3951	19950	19184
825.7755	14.459	M+1	True	False		19062	19920
1205.4027	13.085	M+2	True	False		11465	19914
867.5805	1.72	M+1	True	False		19909	18079
1392.1612	14.368	M+0	False	False		19899	14567
949.8797	15.813	M+1	True	False		19795	17788
1471.4157	12.151	M+0	False	False		11795	19776
881.567	1.484	M+0	False	False		19769	18719
582.593	7.521	M+0	False	False		18836	19764
1129.3804	12.885	M+0	False	False		18272	19751
789.4673	1.821	M+1	True	False		19180	19747
1301.3617	11.298	M+1	True	False		8156	19718
768.4777	4.496	M+0	False	False	184.0742;0.7593|517.4184;0.2407	19702	19083
1375.1981	14.222	M+1	True	False		19101	19659
768.5193	4.039	M+0	False	False		17122	19648
578.3831	1.72	M+0	False	False		19635	17269
1130.2978	11.672	M+0	False	False	355.0708;0.5462|371.098;0.2648|429.088;0.1891	9499	19619
690.0	4.452	M+0	False	False		19596	16333
742.443	1.952	M+0	False	False		19572	18372
752.4877	1.952	M+0	False	False		19566	18440
1104.3134	13.286	M+2	True	False		8415	19562
902.6103	2.1	M+0	False	False		22480	19545
1305.3674	13.239	M+0	False	False		15307	19509
769.4199	4.957	M+1	True	False		19474	18173
792.3734	10.412	M+1	True	False		19460	19708
1077.3094	7.149	M+0	False	False		0	19429
422.329	4.558	M+1	True	False		17739	19429
621.6309	12.304	M+0	False	False		15537	19406
701.608	14.128	M+1	True	False		14348	19405
443.7817	1.858	M+0	False	False		19392	17766
714.4587	2.328	M+0	False	False		14614	19368
722.5115	11.443	M+0	False	False		18022	19347
1319.8613	14.938	M+0	False	False		19338	17654
722.5115	9.6	M+0	False	False		19316	16593
425.3327	1.72	M+0	False	False		19314	14571
